"111年06月23日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
"2609" "陽明            " "29381445" "28973446" "407999" "0" "0" "0" "14102000" "169000" "13933000" "4202951" "2192000" "1491980" "700020" "4288159" "785228" "3502931" "18543950"
"2884" "玉山金          " "13359360" "7226147" "6133213" "0" "0" "0" "1157000" "0" "1157000" "2442000" "2062000" "120000" "1942000" "705000" "205000" "500000" "9732213"
"2892" "第一金          " "14058020" "7714870" "6343150" "0" "0" "0" "795000" "0" "795000" "2367665" "1834000" "161335" "1672665" "703000" "8000" "695000" "9505815"
"2412" "中華電          " "7294000" "2919500" "4374500" "0" "0" "0" "3860000" "0" "3860000" "809537" "1064000" "0" "1064000" "220537" "475000" "-254463" "9044037"
"1216" "統一            " "11097358" "5083176" "6014182" "0" "0" "0" "254000" "0" "254000" "1014255" "790511" "62000" "728511" "286744" "1000" "285744" "7282437"
"2834" "臺企銀          " "11406000" "6310376" "5095624" "0" "0" "0" "0" "0" "0" "1342731" "1190000" "20595" "1169405" "180326" "7000" "173326" "6438355"
"3045" "台灣大          " "3671000" "1147795" "2523205" "0" "0" "0" "2176361" "0" "2176361" "599975" "495946" "0" "495946" "105029" "1000" "104029" "5299541"
"2607" "榮運            " "6716000" "2392489" "4323511" "0" "0" "0" "0" "0" "0" "153900" "156164" "14000" "142164" "49736" "38000" "11736" "4477411"
"5876" "上海商銀        " "3138000" "2481539" "656461" "0" "0" "0" "2424000" "0" "2424000" "940053" "771764" "93000" "678764" "261289" "0" "261289" "4020514"
"1605" "華新            " "18646200" "14967824" "3678376" "0" "0" "0" "10000" "255000" "-245000" "466107" "1052000" "797000" "255000" "406000" "194893" "211107" "3899483"
"2313" "華通            " "8804000" "7228000" "1576000" "0" "0" "0" "1501000" "0" "1501000" "574132" "772000" "556000" "216000" "567031" "208899" "358132" "3651132"
"6116" "彩晶            " "9040000" "5697260" "3342740" "0" "0" "0" "0" "0" "0" "296686" "395000" "72314" "322686" "22000" "48000" "-26000" "3639426"
"2014" "中鴻            " "6398000" "3167787" "3230213" "0" "0" "0" "0" "1006000" "-1006000" "1325938" "845000" "227900" "617100" "724000" "15162" "708838" "3550151"
"1402" "遠東新          " "4222000" "1766912" "2455088" "0" "0" "0" "434000" "0" "434000" "648106" "853106" "414000" "439106" "215000" "6000" "209000" "3537194"
"3682" "亞太電          " "3797000" "262000" "3535000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3535000"
"4904" "遠傳            " "3043000" "1702235" "1340765" "0" "0" "0" "1527351" "0" "1527351" "488211" "451211" "62000" "389211" "103000" "4000" "99000" "3356327"
"2880" "華南金          " "4379000" "3886071" "492929" "0" "0" "0" "123000" "0" "123000" "2428276" "1913000" "129063" "1783937" "646339" "2000" "644339" "3044205"
"2301" "光寶科          " "7702000" "3638456" "4063544" "0" "0" "0" "297000" "2733000" "-2436000" "1123656" "371000" "15069" "355931" "788727" "21002" "767725" "2751200"
"2801" "彰銀            " "3546980" "3114421" "432559" "0" "0" "0" "78000" "0" "78000" "2227773" "1858000" "64000" "1794000" "434000" "227" "433773" "2738332"
"2376" "技嘉            " "3772000" "1109923" "2662077" "0" "0" "0" "1000" "445000" "-444000" "380048" "87000" "18000" "69000" "337000" "25952" "311048" "2598125"
"1312" "國喬            " "2638000" "732933" "1905067" "0" "0" "0" "0" "0" "0" "662594" "731000" "51406" "679594" "0" "17000" "-17000" "2567661"
"5880" "合庫金          " "5283000" "5617213" "-334213" "0" "0" "0" "124000" "0" "124000" "2754360" "2104000" "48779" "2055221" "703139" "4000" "699139" "2544147"
"1319" "東陽            " "4427000" "2236000" "2191000" "0" "0" "0" "107000" "0" "107000" "226750" "236439" "9689" "226750" "0" "0" "0" "2524750"
"1795" "美時            " "2452000" "1545887" "906113" "0" "0" "0" "1248000" "0" "1248000" "235478" "82629" "45151" "37478" "233000" "35000" "198000" "2389591"
"2006" "東和鋼鐵        " "1947000" "7048405" "-5101405" "0" "0" "0" "7196000" "0" "7196000" "172404" "104000" "86000" "18000" "308240" "153836" "154404" "2266999"
