111年09月13日 三大法人日交易資訊(含普通股、零股)依股票代碼排序  不含鉅額交易、綜合帳戶之投信買賣成交量
代號名稱外資及陸資(不含外資自營商)-買進股數外資及陸資(不含外資自營商)-賣出股數外資及陸資(不含外資自營商)-買賣超股數外資自營商-買進股數外資自營商-賣出股數外資自營商-買賣超股數外資及陸資-買進股數外資及陸資-賣出股數外資及陸資-買賣超股數投信-買進股數投信-賣出股數投信-買賣超股數自營商(自行買賣)-買進股數自營商(自行買賣)-賣出股數自營商(自行買賣)-買賣超股數自營商(避險)-買進股數自營商(避險)-賣出股數自營商(避險)-買賣超股數自營商-買進股數自營商-賣出股數自營商-買賣超股數三大法人買賣超股數合計
"00679B" "元大美債20年" "121000" "119000" "2000" "0" "0" "0" "121000" "119000" "2000" "0" "0" "0" "0" "0" "0" "0" "4524000" "-4524000" "0" "4524000" "-4524000" "-4522000"
"00687B" "國泰20年美債" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "980000" "1014000" "-34000" "980000" "1014000" "-34000" "-34000"
"00694B" "富邦美債1-3" "0" "2000" "-2000" "0" "0" "0" "0" "2000" "-2000" "0" "0" "0" "0" "0" "0" "107000" "100000" "7000" "107000" "100000" "7000" "5000"
"00695B" "富邦美債7-10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "100000" "100000" "0" "100000" "100000" "0" "0"
"00696B" "富邦美債20年" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "100000" "135033" "-35033" "100000" "135033" "-35033" "-35033"
"00697B" "元大美債7-10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "100000" "105181" "-5181" "100000" "105181" "-5181" "-5181"
"00718B" "富邦中國政策債" "5000" "0" "5000" "0" "0" "0" "5000" "0" "5000" "0" "0" "0" "0" "0" "0" "184000" "150000" "34000" "184000" "150000" "34000" "39000"
"00719B" "元大美債1-3" "0" "22000" "-22000" "0" "0" "0" "0" "22000" "-22000" "0" "0" "0" "0" "0" "0" "112913" "100835" "12078" "112913" "100835" "12078" "-9922"
"00720B" "元大投資級公司債" "4000" "27000" "-23000" "0" "0" "0" "4000" "27000" "-23000" "0" "0" "0" "0" "0" "0" "0" "111000" "-111000" "0" "111000" "-111000" "-134000"
"00721B" "元大中國債3-5" "4000" "0" "4000" "0" "0" "0" "4000" "0" "4000" "0" "0" "0" "0" "0" "0" "122000" "124000" "-2000" "122000" "124000" "-2000" "2000"
"00722B" "群益15年IG電信債" "0" "1000" "-1000" "0" "0" "0" "0" "1000" "-1000" "0" "0" "0" "0" "0" "0" "104000" "112000" "-8000" "104000" "112000" "-8000" "-9000"
"00723B" "群益15年IG科技債" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "105000" "104000" "1000" "105000" "104000" "1000" "1000"
"00724B" "群益10年IG金融債" "2000" "0" "2000" "0" "0" "0" "2000" "0" "2000" "0" "0" "0" "0" "0" "0" "104000" "117000" "-13000" "104000" "117000" "-13000" "-11000"
"00725B" "國泰投資級公司債" "341000" "0" "341000" "0" "0" "0" "341000" "0" "341000" "0" "0" "0" "0" "0" "0" "152228" "103536" "48692" "152228" "103536" "48692" "389692"
