"112年03月13日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
"2303" "聯電            " "35661586" "11852774" "23808812" "0" "0" "0" "727000" "134839" "592161" "-185484" "151000" "571000" "-420000" "889516" "655000" "234516" "24215489"
"2027" "大成鋼          " "10175866" "3237110" "6938756" "0" "0" "0" "0" "0" "0" "1951158" "1702613" "168346" "1534267" "496721" "79830" "416891" "8889914"
"2002" "中鋼            " "9022520" "6379482" "2643038" "0" "0" "0" "5220000" "15316" "5204684" "-203866" "79134" "372000" "-292866" "1337000" "1248000" "89000" "7643856"
"2449" "京元電子        " "10211446" "3294000" "6917446" "0" "0" "0" "224000" "38000" "186000" "248892" "443475" "285142" "158333" "138000" "47441" "90559" "7352338"
"3231" "緯創            " "8418000" "3771000" "4647000" "0" "0" "0" "1230000" "0" "1230000" "305000" "336000" "191000" "145000" "512000" "352000" "160000" "6182000"
"2344" "華邦電          " "14118157" "8188016" "5930141" "0" "0" "0" "6000" "29000" "-23000" "-66909" "20470" "342000" "-321530" "333000" "78379" "254621" "5840232"
"2356" "英業達          " "8475363" "6272864" "2202499" "0" "0" "0" "3450000" "0" "3450000" "142784" "212784" "296000" "-83216" "2345000" "2119000" "226000" "5795283"
"3037" "欣興            " "7416066" "3407528" "4008538" "0" "0" "0" "1058000" "84272" "973728" "298051" "564000" "409390" "154610" "226941" "83500" "143441" "5280317"
"2324" "仁寶            " "14756284" "15830646" "-1074362" "0" "0" "0" "5692000" "0" "5692000" "510064" "389179" "297115" "92064" "3232000" "2814000" "418000" "5127702"
"2317" "鴻海            " "11606570" "6595024" "5011546" "0" "0" "0" "39000" "12392" "26608" "-21382" "73000" "282000" "-209000" "223618" "36000" "187618" "5016772"
"2834" "臺企銀          " "12976755" "7574383" "5402372" "0" "0" "0" "67327" "0" "67327" "-720882" "54000" "938000" "-884000" "196000" "32882" "163118" "4748817"
