1101,台泥,10458569,5609,345141362,33.10,33.15,32.90,33.00, ,0.00,33.00,163,33.05,199,29.73,
1101B,台泥乙特,55,3,2654,0,0,0,0, ,0.00,48.20,1,48.40,3,0.00,
1102,亞泥,6824660,3446,284295837,41.85,41.85,41.55,41.60,+,0.05,41.60,155,41.80,54,13.25,
1103,嘉泥,762566,802,14124672,18.60,18.70,18.30,18.65,-,0.35,18.60,1,18.65,10,621.67,
1104,環泥,692108,586,23411701,34.05,34.10,33.70,33.85,-,0.15,33.80,10,33.85,12,10.95,
1108,幸福,669075,248,11325157,17.05,17.05,16.85,16.90,-,0.05,16.90,38,16.95,29,13.10,
1109,信大,409608,213,8017588,19.55,19.65,19.50,19.55,+,0.05,19.50,62,19.55,3,10.08,
1110,東泥,2152083,848,48615297,20.95,22.75,20.95,22.75,+,2.05,22.75,367,0,0,91.00,
1201,味全,2089390,1186,39886902,19.00,19.35,18.80,19.25,+,0.35,19.15,54,19.25,36,35.65,
1203,味王,6239,35,315451,50.50,50.80,50.30,50.40,-,0.10,50.30,1,50.70,2,23.89,
1210,大成,1381290,1326,78502514,57.20,57.20,56.70,56.70,-,0.60,56.70,202,56.80,10,11.52,
1213,大飲,20020,11,141483,7.03,7.15,7.03,7.15,+,0.15,7.06,5,7.14,1,0.00,
1215,卜蜂,490329,836,52104286,107.00,107.00,106.00,106.00,-,3.00,106.00,61,106.50,2,14.10,
1216,統一,14717268,10490,1173866562,79.50,80.20,78.80,80.10,+,0.10,80.00,146,80.10,100,24.13,
1217,愛之味,1806950,622,21971119,12.20,12.25,12.05,12.20,+,0.05,12.15,98,12.20,43,28.37,
1218,泰山,2688140,1859,62585924,23.70,23.70,23.00,23.25,-,0.35,23.25,25,23.30,41,77.50,
1219,福壽,351055,217,6638751,18.95,18.95,18.85,18.90, ,0.00,18.90,26,18.95,3,21.00,
1220,台榮,409769,291,6361396,15.65,15.65,15.40,15.60,-,0.05,15.55,5,15.60,7,14.31,
1225,福懋油,252994,188,23165952,88.40,94.00,87.60,92.10,+,0.60,92.10,1,92.20,3,56.50,
1227,佳格,1318650,1216,55736015,42.05,42.45,41.75,42.35,+,0.45,42.30,4,42.35,17,26.80,
1229,聯華,1170403,2481,78614059,68.10,68.10,66.80,67.00,-,0.80,67.00,65,67.20,7,25.38,
1231,聯華食,110843,256,11090873,99.60,101.00,99.40,99.70,-,0.20,99.60,6,100.50,15,23.97,
1232,大統益,59518,134,8613569,145.00,145.00,144.50,144.50,-,0.50,144.50,9,145.00,12,20.27,
1233,天仁,29136,33,994883,33.90,34.45,33.90,34.25,+,0.15,34.10,2,34.25,2,31.71,
1234,黑松,135348,202,5794858,42.50,42.95,42.50,42.85,+,0.35,42.80,1,42.90,4,18.47,
1235,興泰,17502,31,1582870,90.00,91.00,90.00,91.00,+,1.10,90.30,3,90.70,1,34.60,
1236,宏亞,17805,153,430547,24.25,24.25,24.05,24.10,+,0.05,24.05,14,24.10,1,100.42,
1256,鮮活果汁-KY,6222,95,1309700,210.00,211.50,209.50,209.50,-,2.00,209.50,3,212.50,1,16.88,
1301,台塑,9826962,8253,638746883,65.50,65.70,64.60,64.90,-,0.40,64.90,105,65.00,14,79.15,
1303,南亞,24256868,12518,1269985469,53.20,53.20,52.10,52.20,-,1.00,52.20,122,52.30,1,62.14,
1304,台聚,1447440,1051,22850358,15.95,16.00,15.75,15.75,-,0.15,15.75,126,15.80,18,0.00,
1305,華夏,2685662,1316,48044805,17.95,18.10,17.75,17.80,+,0.05,17.80,100,17.85,11,136.92,
1307,三芳,294757,315,9501627,32.45,32.45,32.00,32.25,-,0.20,32.25,16,32.30,2,12.65,
1308,亞聚,1001783,1044,18391484,18.65,18.65,18.25,18.30,-,0.35,18.30,1,18.35,62,0.00,
1309,台達化,656382,661,10277483,15.90,15.95,15.55,15.65,-,0.25,15.65,3,15.70,4,0.00,
1310,台苯,3174961,1791,41664573,13.45,13.45,13.00,13.15,-,0.30,13.15,8,13.20,9,0.00,
1312,國喬,4172861,1571,59780989,14.55,14.55,14.20,14.30,-,0.20,14.30,92,14.35,102,0.00,
1312A,國喬特,15000,4,358200,23.80,24.10,23.80,24.10,X,0.00,23.85,1,24.10,4,0.00,
1313,聯成,2251885,1320,29266389,13.15,13.15,12.90,13.05,-,0.15,13.00,86,13.05,55,0.00,
1314,中石化,17281428,2959,175066164,10.25,10.30,10.05,10.15,-,0.05,10.15,57,10.20,848,203.00,
1315,達新,15094,36,1089525,72.10,72.30,72.10,72.20, ,0.00,72.20,3,72.30,1,19.30,
1316,上曜,8863643,3815,172942230,19.90,20.05,19.20,19.35,-,0.40,19.35,62,19.40,127,0.00,
1319,東陽,5545547,3296,641612139,113.50,117.50,112.50,115.50,+,3.00,115.50,30,116.00,4,18.45,
1321,大洋,489493,324,19096846,38.90,39.35,38.60,39.00,+,0.30,39.00,1,39.10,8,48.15,
1323,永裕,29288,26,912339,31.20,31.20,31.10,31.15,-,0.05,31.10,12,31.15,1,34.61,
