"00679B" "元大美債20年" "31.57" "+0.06" "31.83" "31.83" "31.47" "14435000" "456003690" "4582" "31.56" "89" "31.57" "185" "1141192000" "9999.95" "0.01"
"00687B" "國泰20年美債" "33.05" "0.00" "33.27" "33.27" "32.98" "982000" "32469770" "164" "33.05" "2" "33.06" "40" "253787000" "9999.95" "0.01"
"00694B" "富邦美債1-3" "38.37" "-0.19" "38.52" "38.53" "38.36" "152000" "5837250" "23" "38.36" "2" "38.38" "1" "115576000" "9999.95" "0.01"
"00695B" "富邦美債7-10" "34.55" "+0.13" "34.64" "34.67" "34.54" "170000" "5873070" "17" "34.51" "11" "34.54" "1" "20686000" "9999.95" "0.01"
"00696B" "富邦美債20年" "33.31" "+0.07" "33.38" "33.39" "33.27" "193000" "6428420" "47" "33.30" "9" "33.32" "2" "573181000" "9999.95" "0.01"
"00697B" "元大美債7-10" "36.13" "+0.01" "36.27" "36.27" "36.10" "256000" "9250790" "21" "36.12" "2" "36.13" "19" "9212000" "9999.95" "0.01"
"00718B" "富邦中國政策債" "19.71" "+0.11" "19.79" "19.79" "19.69" "96000" "1893840" "9" "19.69" "1" "19.72" "1" "619501000" "9999.95" "0.01"
"00719B" "元大美債1-3" "30.79" "-0.10" "30.89" "30.89" "30.72" "3308000" "101966860" "95" "30.74" "8" "30.76" "3" "316514000" "9999.95" "0.01"
"00720B" "元大投資級公司債" "34.93" "+0.30" "34.98" "34.99" "34.86" "3931000" "137270840" "1136" "34.92" "100" "34.93" "96" "999609000" "9999.95" "0.01"
"00721B" "元大中國債3-5" "45.22" "+0.06" "45.20" "45.22" "45.20" "151000" "6828200" "4" "45.11" "20" "45.25" "1" "4622000" "9999.95" "0.01"
"00722B" "群益15年IG電信債" "37.39" "+0.27" "37.33" "37.39" "37.32" "131000" "4890770" "20" "37.36" "2" "37.39" "8" "985239000" "9999.95" "0.01"
"00723B" "群益15年IG科技債" "33.46" "+0.25" "33.45" "33.48" "33.45" "116000" "3881400" "13" "33.43" "65" "33.46" "2" "1166083000" "9999.95" "0.01"
"00724B" "群益10年IG金融債" "32.98" "+0.20" "33.12" "33.12" "32.91" "175000" "5765700" "44" "32.96" "2" "32.98" "18" "2488275000" "9999.95" "0.01"
