1240 茂生農經 53.80 "0.00 " 53.40 54.50 53.40 53.87 31428 1693092 26 53.70 1 54.10 1 39370158 53.80 59.10 48.45
1259 安心 72.10 "-0.10 " 72.20 72.20 72.00 72.11 8251 595016 32 72.00 4 72.20 1 32389500 72.10 79.30 64.90
1264 德麥 312.50 +1.50 312.00 313.00 312.00 312.69 14995 4688860 68 312.00 1 313.00 1 37064367 312.50 343.50 281.50
1268 漢來美食 169.50 +1.00 168.50 170.00 168.50 169.50 127786 21659358 399 169.00 4 170.00 7 42223730 169.50 186.00 153.00
1336 台翰 20.30 +0.15 20.15 20.45 20.15 20.31 100025 2031482 87 20.30 2 20.35 7 78302419 20.30 22.30 18.30
1565 精華 186.00 "0.00 " 186.00 186.50 185.00 185.74 114349 21238988 174 185.50 4 186.00 1 50416516 186.00 204.50 167.50
1569 濱川 24.35 +0.05 24.50 24.60 24.35 24.41 143175 3495350 90 24.35 6 24.40 1 121447441 24.35 26.75 21.95
1570 力肯 31.95 +0.35 32.05 32.25 31.35 31.86 485569 15468585 326 31.90 1 31.95 3 51500839 31.95 35.10 28.80
1580 新麥 157.50 "0.00 " 157.50 157.50 156.50 157.13 37856 5948260 74 156.50 11 158.00 4 50230242 157.50 173.00 142.00
1584 精剛 34.10 +0.25 34.00 34.10 33.85 33.93 754584 25603968 405 34.05 9 34.10 18 192470533 34.10 37.50 30.70
1586 和勤 31.10 +0.05 31.30 31.40 31.00 31.15 124703 3883906 169 31.05 3 31.10 1 86312302 31.10 34.20 28.00
1591 駿吉-KY 69.20 "0.00 " 69.80 69.80 69.00 69.39 261695 18158112 214 69.20 13 69.40 2 34798047 69.20 76.10 62.30
1593 祺驊 43.75 "0.00 " 43.75 43.90 43.55 43.72 19405 848405 35 43.60 4 43.70 1 39784772 43.75 48.10 39.40
1595 川寶 38.10 +0.60 37.60 38.10 37.60 37.84 33603 1271592 35 38.10 3 38.30 2 47875384 38.10 41.90 34.30
1599 宏佳騰 31.90 "-0.05 " 31.95 32.10 31.80 31.91 69678 2223647 337 31.85 3 31.95 1 74528764 31.90 35.05 28.75
1742 台蠟 18.40 +0.15 18.25 18.50 18.20 18.30 115201 2108393 55 18.35 3 18.40 13 93559300 18.40 20.20 16.60
1777 生泰 90.50 +0.30 90.20 90.60 89.70 90.33 61523 5557093 75 90.40 1 90.50 3 44591713 90.50 99.50 81.50
1781 合世 16.85 "-0.10 " 16.55 17.05 16.55 16.82 231823 3898481 163 16.80 1 16.90 4 47407605 16.85 18.50 15.20
1784 訊聯 83.00 +1.80 81.20 87.40 80.50 84.34 3049022 257157908 2332 83.00 14 83.10 29 49626924 83.00 91.30 74.70
1785 光洋科 49.45 +1.70 48.15 49.80 48.10 49.16 7855482 386201254 4261 49.45 327 49.50 184 596201743 49.45 54.30 44.55
1788 杏昌 144.00 "0.00 " 144.50 144.50 143.50 144.03 32061 4617892 99 143.50 4 144.00 1 44520971 144.00 158.00 130.00
1796 金穎生技 63.10 "-0.20 " 63.20 64.20 63.10 63.61 53950 3431709 50 63.10 3 63.90 1 41459793 63.10 69.40 56.80
1799 易威 98.10 +3.10 95.00 99.00 94.50 96.88 411965 39911812 375 98.00 3 98.10 1 121865775 98.10 107.50 88.30
1813 寶利徠 20.45 +0.15 20.30 20.45 20.30 20.44 12138 248113 76 20.40 1 20.50 3 46635510 20.45 22.45 18.45
1815 富喬 29.25 +1.90 27.35 29.25 27.05 28.18 106705180 3006972843 35814 29.20 31 29.25 40 461062269 29.25 32.15 26.35
2035 唐榮 33.00 +0.10 32.90 33.00 32.90 32.94 7005 230710 10 32.80 1 33.00 7 350000000 33.00 36.30 29.70
2061 風青 21.50 +1.00 20.85 22.55 20.25 21.96 1548672 34005607 675 21.50 10 21.55 11 47108290 21.50 23.65 19.35
2063 世鎧 53.50 +0.30 53.00 53.50 53.00 53.30 22206 1183505 38 53.50 6 53.60 5 49601453 53.50 58.80 48.15
2064 晉椿 15.05 "0.00 " 15.05 15.05 15.00 15.02 16000 240250 12 15.00 10 15.05 4 69630000 15.05 16.55 13.55
2065 世豐 64.50 +0.40 64.80 64.80 63.80 64.15 89754 5757925 92 64.10 5 64.50 2 56883837 64.50 70.90 58.10
2066 世德 146.50 +4.50 144.00 147.50 140.50 145.46 1106554 160964833 1143 146.50 1 147.00 18 42223235 146.50 161.00 132.00
2067 嘉鋼 11.85 "0.00 " 11.85 11.85 11.50 11.65 24000 279500 16 11.65 1 11.90 4 45138177 11.85 13.00 10.70
2070 精湛 41.70 +2.35 41.30 43.25 39.60 41.42 3129286 129612014 2328 40.80 5 41.70 5 35782800 41.70 45.85 37.55
2073 雄順 30.70 +0.10 30.55 30.70 30.55 30.68 15000 460200 4 30.60 15 30.70 1 27500000 30.70 33.75 27.65
2221 大甲 31.45 +0.25 31.20 31.70 31.20 31.45 38389 1207234 29 31.45 4 31.50 1 42325000 31.45 34.55 28.35
2230 泰茂 167.00 +6.50 160.50 170.00 156.00 166.20 2861283 475550121 2077 166.50 33 167.00 11 52174661 167.00 183.50 150.50
2235 謚源 55.40 "-2.50 " 57.40 57.40 55.40 56.06 37232 2087297 87 55.40 1 55.50 2 35878000 55.40 60.90 49.90
2596 綠意 40.30 +0.85 39.45 41.15 39.45 40.28 457121 18412494 282 40.25 4 40.30 4 100000000 40.30 44.30 36.30
2640 大車隊 119.00 "0.00 " 119.00 119.50 118.50 119.07 53907 6418542 83 118.50 14 119.50 2 59264956 119.00 130.50 107.50
2641 正德 23.95 +0.15 23.85 24.40 23.50 23.99 12486185 299571537 5399 23.95 52 24.00 275 298880577 23.95 26.30 21.60
2643 捷迅 87.00 +1.00 85.50 87.60 85.50 86.85 150030 13029581 281 86.60 2 87.00 9 35000000 87.00 95.70 78.30
2718 晶悅 102.00 +5.00 97.40 105.50 97.40 101.37 96870 9819619 104 100.00 5 102.50 2 87576000 102.00 112.00 91.80
2719 燦星旅 62.50 +0.90 62.00 63.00 62.00 62.44 37106 2317029 29 62.50 2 62.80 1 68742100 62.50 68.70 56.30
2724 藝舍-KY 32.50 "-0.15 " 32.65 32.70 32.50 32.58 11800 384426 13 32.00 5 32.65 1 59656345 32.50 35.75 29.25
2726 雅茗-KY 31.05 +0.25 31.00 31.50 30.70 31.10 28237 878040 30 31.00 6 31.20 1 28000000 31.05 34.15 27.95
2729 瓦城 232.50 +0.50 232.50 234.00 232.00 233.09 22720 5295702 83 232.50 6 233.00 1 35943894 232.50 255.50 209.50
2732 六角 111.50 +1.00 110.50 112.00 110.50 111.08 170767 18969487 249 111.50 12 112.00 5 46514570 111.50 122.50 100.50
2734 易飛網 39.60 +0.55 39.20 39.70 39.00 39.39 94432 3719586 99 39.55 4 39.70 3 42259760 39.60 43.55 35.65
2736 富野 27.05 +0.30 26.70 27.35 26.70 27.08 202283 5476908 201 27.05 2 27.10 5 59972230 27.05 29.75 24.35
2740 天蔥 34.00 "-0.95 " 34.00 34.00 34.00 34.02 3057 103996 6 34.00 1 34.80 1 23185484 34.00 37.40 30.60
2743 山富 158.50 +5.50 154.00 160.50 154.00 157.91 1584731 250239128 1343 158.50 19 159.00 10 36011700 158.50 174.00 143.00
2745 五福 123.00 +4.50 121.00 123.50 120.00 122.45 1002093 122701817 883 122.50 25 123.00 12 33808526 123.00 135.00 111.00
2752 豆府 270.00 "-1.00 " 270.00 275.00 270.00 272.01 3181 865266 15 270.00 1 273.00 1 26267382 270.00 297.00 243.00
2754 亞洲藏壽司 106.00 "0.00 " 106.00 106.00 105.00 105.64 38480 4065085 70 105.50 4 106.50 5 46861000 106.00 116.50 95.40
2755 揚秦 95.70 +0.40 95.30 95.70 95.30 95.52 7727 738091 20 95.60 3 95.90 1 30140000 95.70 105.00 86.20
2756 聯發國際 88.40 +2.00 86.40 88.50 86.40 87.47 32928 2880162 45 88.30 2 88.40 1 24542820 88.40 97.20 79.60
2916 滿心 60.70 +1.50 59.60 60.80 59.20 60.13 169325 10181337 214 60.60 2 60.80 6 64626878 60.70 66.70 54.70
2924 宏太-KY 27.00 "-1.20 " 29.00 29.05 27.00 28.51 4000 114050 3 27.05 2 28.50 2 32805174 27.00 29.70 24.30
2926 誠品生活 59.60 +0.10 59.60 59.80 59.50 59.59 11159 664914 40 59.60 1 59.70 1 47389650 59.60 65.50 53.70
2937 集雅社 0 0 0 0 0 33.72 1077 36317 4 34.35 1 34.65 1 39583614 34.65 38.10 31.20
2941 米斯特 0 0 0 0 0 91.00 2 182 2 81.50 1 83.90 1 15390000 83.60 91.90 75.30
2947 振宇五金 87.50 "-1.20 " 88.50 89.00 87.50 88.70 21919 1944287 29 87.00 3 89.50 3 19268600 87.50 96.20 78.80
2948 寶陞 63.70 "-0.30 " 64.00 64.00 63.50 63.62 35000 2226600 22 63.50 3 63.80 1 28000000 63.70 70.00 57.40
2949 欣新網 96.00 +1.20 95.40 96.00 93.00 94.88 27033 2564936 41 95.90 1 96.10 2 24200000 96.00 105.50 86.40
3064 泰偉 90.00 +2.50 87.50 90.00 87.50 88.44 2733 241716 11 87.50 1 89.60 1 13011451 90.00 99.00 81.00
3066 李洲 21.30 +0.15 21.05 21.50 21.00 21.22 95909 2035099 61 21.15 1 21.40 5 83070612 21.30 23.40 19.20
3067 全域 0 0 0 0 0 33.10 1800 59579 3 35.95 1 36.00 2 20000000 35.95 39.50 32.40
3071 協禧 40.70 +0.70 40.10 41.15 40.10 40.68 1280271 52076694 1050 40.70 6 40.75 8 110000000 40.70 44.75 36.65
3073 天方能源 37.50 +1.35 35.85 37.85 35.75 36.69 39004 1431120 43 36.05 2 37.50 4 32099556 37.50 41.25 33.75
3078 僑威 77.40 +1.00 76.80 78.10 76.70 77.52 1770174 137217413 1392 77.40 9 77.50 8 227391064 77.40 85.10 69.70
3081 聯亞 134.50 "-1.00 " 135.50 138.00 134.50 135.89 653453 88796815 517 134.50 240 135.00 5 91847677 134.50 147.50 121.50
3083 網龍 51.50 "-0.30 " 51.90 52.00 51.40 51.60 259928 13413104 229 51.50 8 51.60 3 86472358 51.50 56.60 46.35
3085 新零售 14.50 "-0.50 " 14.65 14.65 14.50 14.47 7530 108981 20 14.40 1 14.85 1 29019288 14.50 15.95 13.05
3086 華義 140.00 "-2.50 " 143.00 145.50 138.00 141.15 216106 30502453 592 140.00 1 140.50 1 23611299 140.00 154.00 126.00
3088 艾訊 104.00 +2.50 104.50 107.00 103.00 104.82 4861184 509527569 3592 104.00 17 104.50 19 102020460 104.00 114.00 93.60
3093 港建* 30.55 "0.00 " 30.65 30.65 30.55 30.57 29557 903696 36 30.50 9 30.55 1 145155576 30.55 33.60 27.50
3095 及成 36.10 "-1.15 " 35.90 36.65 35.90 36.15 11271 407410 29 35.90 2 36.10 1 10000000 36.10 39.70 32.50
3105 穩懋 137.50 "-0.50 " 139.00 139.50 137.00 138.12 2421017 334380323 2777 137.50 55 138.00 9 423940384 137.50 151.00 124.00
3114 好德 29.20 +0.20 29.20 29.50 29.20 29.34 76726 2251412 93 29.20 7 29.30 1 65129792 29.20 32.10 26.30
3115 富榮綱 0 0 0 0 0 10.51 0 0 0 10.10 5 10.60 5 43697600 10.10 11.10 9.09
3118 進階 37.15 +0.55 36.95 37.35 36.65 37.14 608985 22617999 409 37.15 6 37.20 5 32452860 37.15 40.85 33.45
3122 笙泉 57.50 +3.30 57.20 59.50 53.60 56.83 42311323 2404425503 24314 57.40 11 57.50 80 40197986 57.50 63.20 51.80
3128 昇銳 31.15 +0.55 30.60 31.30 30.50 30.99 193884 6008023 154 31.00 1 31.15 3 42000000 31.15 34.25 28.05
3131 弘塑 1290.00 +80.00 1220.00 1315.00 1185.00 1253.49 729858 914867840 1547 1285.00 3 1300.00 1 29216015 1290.00 1415.00 1165.00
3141 晶宏 98.60 "-0.50 " 99.80 100.50 98.60 99.41 925308 91980529 893 98.60 26 99.00 8 75066078 98.60 108.00 88.80
3147 大綜 130.00 +2.00 129.00 130.50 128.00 129.64 355064 46030347 374 129.50 23 130.00 1 39006099 130.00 143.00 117.00
3152 璟德 208.50 +1.50 207.00 209.00 207.00 207.69 72759 15111610 154 208.50 1 209.00 5 69016200 208.50 229.00 188.00
3162 精確 33.10 +3.00 31.80 33.10 31.80 32.96 1559954 51418321 735 33.10 2285 0.00 0 130566542 33.10 36.40 29.80
3163 波若威 110.50 "-1.50 " 112.00 113.50 110.00 111.16 3814303 423985122 2797 110.50 6 111.00 38 80540741 110.50 121.50 99.50
3169 亞信 133.50 "-1.00 " 134.00 135.50 132.00 133.10 468686 62383256 513 133.50 3 134.00 46 62776981 133.50 146.50 120.50
3171 新洲 29.95 +0.10 30.00 30.15 29.90 29.95 81286 2434837 64 29.95 1 30.00 6 71302317 29.95 32.90 27.00
3176 基亞 44.40 +1.50 42.90 44.45 42.75 43.99 747419 32875880 588 44.40 1 44.45 29 139229755 44.40 48.80 40.00
3178 公準 107.50 "-2.00 " 110.00 112.50 107.50 110.60 1197603 132453659 775 107.50 127 108.00 3 45050000 107.50 118.00 96.80
3188 鑫龍騰 33.25 +1.85 31.40 34.15 31.40 33.23 3152771 104769412 1578 33.25 16 33.30 3 186309876 33.25 36.55 29.95
3191 雲嘉南 21.05 "-0.05 " 21.15 21.40 19.90 21.02 94503 1986541 47 20.90 1 21.10 2 43597381 21.05 23.15 18.95
3202 樺晟 19.10 +1.30 18.45 19.10 17.95 18.63 13153540 245048847 3808 19.05 4 19.10 89 122044870 19.10 21.00 17.20
3205 佰研 39.75 "0.00 " 40.05 40.05 39.60 39.88 49645 1980013 67 39.75 2 39.90 1 32545631 39.75 43.70 35.80
3206 志豐 49.60 +0.20 50.00 50.00 49.45 49.67 108729 5400730 90 49.60 1 49.65 1 58916621 49.60 54.50 44.65
3207 耀勝 145.00 +2.00 144.00 148.00 143.50 145.38 1119517 162752509 923 145.00 3 145.50 39 60770341 145.00 159.50 130.50
3211 順達 92.10 "-0.20 " 92.30 92.60 91.80 92.19 495104 45644646 484 92.00 8 92.10 1 151930021 92.10 101.00 82.90
3213 茂訊 111.00 "-0.50 " 113.00 114.50 111.00 112.44 734027 82530718 611 111.00 101 111.50 21 58685547 111.00 122.00 99.90
3217 優群 160.50 "0.00 " 160.50 160.50 159.00 159.84 541189 86501437 632 160.00 43 160.50 34 90104203 160.50 176.50 144.50
3218 大學光 255.50 +6.00 252.00 255.50 250.00 253.44 378556 95942244 1627 255.00 2 255.50 5 84724899 255.50 281.00 230.00
3219 倚強科 39.15 "-0.10 " 39.10 39.35 39.00 39.15 31002 1213878 30 39.10 2 39.25 1 70676265 39.15 43.05 35.25
3221 台嘉碩 29.30 +0.50 28.95 29.50 28.95 29.31 355517 10419905 212 29.30 9 29.35 3 103977410 29.30 32.20 26.40
3224 三顧 44.60 "-0.20 " 45.50 45.60 44.30 44.81 359360 16104046 335 44.50 3 44.75 1 68172648 44.60 49.05 40.15
3226 至寶電 55.50 "-0.60 " 56.10 56.10 54.50 55.40 30229 1674820 30 55.40 5 56.10 1 64430573 55.50 61.00 49.95
3227 原相 160.50 +1.50 160.00 161.50 159.00 160.08 605312 96899227 627 160.50 24 161.00 9 146822156 160.50 176.50 144.50
3228 金麗科 426.00 "-5.00 " 424.00 440.50 421.00 430.89 367895 158521428 713 426.00 7 427.00 1 69826495 426.00 468.50 383.50
3230 錦明 16.65 +0.05 16.45 16.85 16.20 16.44 621101 10210991 391 16.65 1 16.70 18 71010900 16.65 18.30 15.00
3232 昱捷 28.30 +0.30 28.00 28.30 27.90 28.14 44016 1238750 36 28.25 2 28.30 1 46567865 28.30 31.10 25.50
3234 光環 46.75 "-0.30 " 47.25 47.70 46.70 47.01 870385 40918762 897 46.75 66 46.95 2 111474692 46.75 51.40 42.10
3236 千如 21.90 +0.75 21.45 22.50 21.45 22.05 264545 5832884 233 21.90 3 22.00 10 105000613 21.90 24.05 19.75
3252 海灣 21.55 +0.10 21.50 21.60 21.50 21.52 27005 581106 20 21.45 5 21.50 1 50195754 21.55 23.70 19.40
3259 鑫創 27.90 +0.30 28.20 28.20 27.90 28.08 33979 954057 35 27.90 2 28.05 1 56965934 27.90 30.65 25.15
3260 威剛 109.50 "-0.50 " 109.00 111.50 107.50 109.91 9019494 991375355 5970 109.00 757 109.50 3 295931448 109.50 120.00 98.60
3264 欣銓 75.80 +0.30 75.50 76.00 75.20 75.69 3809157 288307391 2719 75.70 6 75.80 33 490170076 75.80 83.30 68.30
3265 台星科 125.50 "-0.50 " 126.00 126.50 125.00 125.57 397524 49916934 614 125.00 131 125.50 1 136261659 125.50 138.00 113.00
3268 海德威 32.65 +2.95 29.70 32.65 29.70 32.56 2075176 67569413 1116 32.65 617 0.00 0 34720796 32.65 35.90 29.40
3272 東碩 30.80 "-0.15 " 31.00 31.20 30.60 30.87 56950 1758160 75 30.70 1 30.85 7 61168018 30.80 33.85 27.75
3276 宇環 18.00 +0.50 17.65 18.15 17.65 18.00 182925 3291856 136 18.00 2 18.05 13 69712666 18.00 19.80 16.20
3284 太普高 40.10 +2.65 40.50 41.10 38.25 40.04 2186487 87542517 1555 40.05 1 40.10 2 88841408 40.10 44.10 36.10
3285 微端 32.75 +2.05 31.70 33.75 31.50 33.11 4287320 141933922 2493 32.75 10 32.80 1 42735324 32.75 36.00 29.50
3287 廣寰科 47.05 +0.15 46.95 47.50 46.80 47.10 425059 20021144 460 47.05 2 47.20 2 43970483 47.05 51.70 42.35
3288 點晶 26.30 "0.00 " 26.30 26.30 26.30 26.14 2361 61718 16 26.30 2 26.60 4 15000000 26.30 28.90 23.70
3289 宜特 137.00 +8.00 130.00 138.50 130.00 136.21 4382779 596997955 3118 136.50 108 137.00 7 74040921 137.00 150.50 123.50
3290 東浦 29.05 +0.30 28.75 29.35 28.75 29.17 1172152 34188148 469 29.05 1 29.10 5 122520130 29.05 31.95 26.15
3293 鈊象 1040.00 "-45.00 " 1085.00 1090.00 1035.00 1051.81 2170555 2283015160 6373 1040.00 38 1045.00 5 140900780 1040.00 1140.00 936.00
3294 英濟 36.80 +0.75 36.50 37.60 36.25 36.82 1310012 48238286 811 36.75 8 36.80 6 132015919 36.80 40.45 33.15
3297 杭特 21.15 "-0.30 " 21.30 21.70 21.00 21.22 895088 18997725 609 21.10 2 21.20 6 36049445 21.15 23.25 19.05
3303 岱稜 44.80 +1.55 43.15 44.80 42.80 44.06 921126 40585810 723 44.80 62 44.90 1 94090607 44.80 49.25 40.35
3306 鼎天 61.10 "-0.80 " 62.20 62.90 61.00 61.49 749920 46111043 1260 61.10 5 61.20 3 50607702 61.10 67.20 55.00
3310 佳穎 103.00 "0.00 " 102.50 103.00 102.00 102.50 19015 1949046 16 102.00 2 103.00 6 60023766 103.00 113.00 92.70
3313 斐成 22.50 +1.40 21.25 23.20 21.10 22.83 4783546 109213072 2389 22.45 24 22.50 4 168770776 22.50 24.75 20.25
3317 尼克森 54.00 +0.60 54.00 54.40 53.90 54.11 144516 7820263 223 54.00 2 54.10 3 71051798 54.00 59.40 48.60
3322 建舜電 23.70 +0.70 22.90 23.75 22.90 23.40 611002 14299492 333 23.70 5 23.75 30 113572759 23.70 26.05 21.35
3323 加百裕 27.85 +0.05 27.80 28.40 27.80 28.05 186505 5231691 158 27.85 2 27.90 1 88305914 27.85 30.60 25.10
3324 雙鴻 731.00 "-64.00 " 796.00 804.00 727.00 758.04 12111733 9181121888 21583 730.00 99 731.00 13 90935607 731.00 804.00 658.00
3325 旭品 33.10 +0.05 33.05 33.50 32.90 33.13 495078 16404196 369 33.10 25 33.15 1 90168610 33.10 36.40 29.80
3332 幸康 44.70 +0.15 44.55 44.70 44.30 44.53 9005 401036 10 44.70 1 44.90 2 48104246 44.70 49.15 40.25
3339 泰谷 46.15 +3.55 42.60 46.50 42.60 44.98 2435547 109553728 1205 46.15 5 46.20 5 65002896 46.15 50.70 41.55
3349 寶德 24.20 +0.25 23.80 24.20 23.60 23.86 26080 622154 17 23.60 2 24.20 10 40071648 24.20 26.60 21.80
3354 律勝 24.05 +0.50 23.90 24.30 23.50 24.03 142226 3418239 130 24.05 6 24.20 1 70112426 24.05 26.45 21.65
3357 臺慶科 133.50 +5.00 131.00 135.00 131.00 133.23 1138773 151722258 995 133.00 6 133.50 15 102034000 133.50 146.50 120.50
3360 尚立 16.95 +0.15 16.95 17.30 16.80 17.02 606109 10316212 433 16.95 31 17.00 3 76402244 16.95 18.60 15.30
3362 先進光 234.00 "-1.00 " 235.50 239.00 231.00 234.52 2118203 496753808 3236 234.00 17 234.50 3 142459880 234.00 257.00 211.00
3363 上詮 153.50 +4.00 150.00 155.00 150.00 153.24 2594242 397537801 2038 153.50 49 154.00 29 98640567 153.50 168.50 138.50
3372 典範 22.85 +0.15 23.30 24.25 22.50 23.22 10196388 236717848 5588 22.80 13 22.85 25 175340000 22.85 25.10 20.60
3373 熱映 25.80 "-0.65 " 27.30 27.40 25.20 26.18 1842278 48239744 1218 25.70 5 25.80 2 43289801 25.80 28.35 23.25
3374 精材 135.00 +4.50 131.00 136.00 130.00 134.41 7637926 1026586314 5297 135.00 25 135.50 350 271364316 135.00 148.50 121.50
3379 彬台 21.55 "-1.30 " 22.10 22.20 21.05 21.65 1527481 33064940 842 21.55 7 21.60 2 38041748 21.55 23.70 19.40
3388 崇越電 77.70 +0.50 77.20 78.10 77.20 77.66 42824 3325685 77 77.50 7 77.80 1 74062358 77.70 85.40 70.00
