1101,台泥,14964159,6739,490414520,33.00,33.00,32.60,32.80,-,0.05,32.75,90,32.80,44,27.80,
1101B,台泥乙特,11082,9,523223,47.25,47.25,47.20,47.25, ,0.00,47.15,4,47.25,39,0.00,
1102,亞泥,3572378,1909,144482566,40.40,40.55,40.30,40.55,+,0.20,40.55,4,40.60,300,14.13,
1103,嘉泥,268098,205,4922159,18.35,18.45,18.20,18.35,+,0.05,18.35,16,18.40,3,70.58,
1104,環泥,731343,515,19726618,27.00,27.15,26.75,26.90,+,0.15,26.90,8,26.95,6,8.03,
1108,幸福,882906,400,12807729,14.60,14.60,14.40,14.60,+,0.30,14.55,2,14.60,39,7.93,
1109,信大,225885,101,4000377,17.90,17.90,17.65,17.65,-,0.05,17.65,27,17.70,2,10.38,
1110,東泥,117102,68,2156216,18.50,18.70,18.25,18.40, ,0.00,18.35,1,18.40,8,39.15,
1201,味全,693294,447,13134597,19.05,19.05,18.80,18.90,+,0.20,18.90,60,18.95,16,67.50,
1203,味王,29972,39,1302233,43.30,43.50,43.30,43.30,+,0.10,43.30,7,43.40,1,25.17,
1210,大成,1545474,1382,82226560,54.00,54.00,52.80,53.00,-,0.60,53.00,52,53.10,28,12.05,
1213,大飲,5101,7,35792,7.06,7.15,6.70,7.07,-,0.02,6.81,1,7.09,1,0.00,
1215,卜蜂,230973,391,21334600,92.50,92.90,92.00,92.20,-,0.30,92.10,3,92.20,6,13.36,
1216,統一,4879745,2863,340598250,70.00,70.50,69.40,69.80, ,0.00,69.80,11,69.90,102,20.53,
1217,愛之味,2651124,706,31087920,11.70,11.85,11.65,11.70, ,0.00,11.70,1416,11.75,130,35.45,
1218,泰山,534958,503,10908500,20.65,20.65,20.30,20.30,-,0.15,20.30,62,20.40,5,1.90,
1219,福壽,338503,184,6459052,19.05,19.35,19.00,19.20,+,0.15,19.10,1,19.20,2,25.60,
1220,台榮,148691,94,1992845,13.60,13.60,13.20,13.20,-,0.25,13.20,11,13.40,1,30.00,
1225,福懋油,8712,15,463570,53.00,53.50,53.00,53.50,+,0.50,53.10,2,53.60,1,95.54,
1227,佳格,636191,628,24005647,37.95,37.95,37.55,37.65,-,0.35,37.60,13,37.65,6,29.19,
1229,聯華,466006,738,28926400,62.10,62.30,61.90,62.30,+,0.50,62.10,4,62.30,45,24.62,
1231,聯華食,93643,305,8159960,87.50,87.50,87.00,87.10,-,0.40,87.00,14,87.20,3,28.28,
1232,大統益,31259,92,4416494,141.50,141.50,141.00,141.00,-,0.50,141.00,15,141.50,4,20.09,
1233,天仁,13112,23,454611,34.75,34.75,34.60,34.60,-,0.15,34.55,3,34.60,1,30.09,
1234,黑松,118991,107,4601710,38.85,38.85,38.55,38.65,-,0.05,38.65,1,38.70,1,16.10,
1235,興泰,7550,15,604130,78.10,81.00,78.10,81.00,+,1.10,80.00,3,80.50,1,19.80,
1236,宏亞,100379,62,2460863,24.85,24.85,24.20,24.20,-,0.70,24.30,2,24.75,1,56.28,
1256,鮮活果汁-KY,11006,267,2528309,230.00,230.00,228.50,228.50,-,3.50,228.00,1,228.50,1,15.50,
1301,台塑,5953688,3843,461253128,77.70,77.80,77.30,77.50,-,0.20,77.50,30,77.60,310,172.22,
1303,南亞,3856519,2025,249373334,64.90,65.30,64.30,64.80,-,0.10,64.70,143,64.80,53,93.91,
1304,台聚,1271848,1086,24026579,19.10,19.10,18.80,18.80,-,0.20,18.80,351,18.90,19,30.82,
1305,華夏,1317626,774,29176527,22.45,22.50,21.95,22.00,-,0.35,21.95,92,22.00,17,39.29,
1307,三芳,1401220,758,36724655,25.90,26.95,25.90,25.95,-,0.25,25.90,31,25.95,13,15.18,
1308,亞聚,597465,559,13980348,23.70,23.70,23.30,23.30,-,0.25,23.30,32,23.35,9,24.27,
1309,台達化,763609,1293,12468915,16.60,16.60,16.20,16.20,-,0.40,16.20,5,16.25,17,0.00,
1310,台苯,854886,441,13283956,15.75,15.75,15.40,15.65,+,0.05,15.60,1,15.70,25,0.00,
1312,國喬,731361,508,11541433,15.85,15.90,15.70,15.75,-,0.05,15.70,183,15.75,42,0.00,
1312A,國喬特,500,1,12775,0,0,0,0, ,0.00,26.10,2,27.00,3,0.00,
1313,聯成,2002215,721,31215071,15.70,15.75,15.40,15.45,-,0.10,15.45,39,15.50,20,0.00,
1314,中石化,9947525,2598,96448087,9.73,9.77,9.65,9.67,-,0.04,9.67,43,9.68,85,0.00,
1315,達新,15321,28,1091849,71.30,71.50,71.20,71.20,-,0.10,71.10,6,71.30,1,16.64,
1316,上曜,1404139,443,14578647,10.50,10.50,10.30,10.35,-,0.20,10.35,34,10.40,59,0.00,
1319,東陽,2394002,1809,188171204,79.00,79.30,77.90,78.40,-,0.10,78.40,16,78.50,3,18.06,
1321,大洋,135259,75,4867600,36.00,36.15,35.90,36.00,-,0.10,35.95,1,36.05,7,97.30,
1323,永裕,71000,20,2218100,31.25,31.55,31.20,31.45,+,0.20,31.35,1,31.45,12,22.79,
1324,地球,1666131,946,28650161,17.40,17.50,16.95,17.40,+,0.20,17.30,1,17.40,14,30.53,
1325,恆大,32653,53,729361,22.30,22.45,22.30,22.40,+,0.10,22.40,2,22.45,5,57.44,
1326,台化,1871709,1060,116905854,62.80,63.00,62.20,62.50,-,0.10,62.40,7,62.50,122,390.62,
1337,再生-KY,236415,172,1666711,7.07,7.07,7.04,7.04,-,0.01,7.03,19,7.04,1,0.00,
1338,廣華-KY,31048,43,1136273,36.90,36.90,36.50,36.60,-,0.30,36.55,2,36.70,1,0.00,
1339,昭輝,470169,327,29239177,62.40,63.00,61.30,61.80, ,0.00,61.80,7,61.90,2,14.24,
1340,勝悅-KY,47740,144,546195,11.50,11.50,11.35,11.40,-,0.10,11.35,5,11.40,1,0.00,
1341,富林-KY,12036,10,764611,63.60,63.60,63.50,63.50, ,0.00,63.30,6,63.60,3,13.17,
1342,八貫,279064,288,31772172,114.00,114.50,112.50,114.00,+,0.50,113.50,11,114.50,14,15.06,
1402,遠東新,5537906,2932,167225614,30.25,30.35,30.00,30.35,+,0.10,30.30,10,30.35,357,26.86,
1409,新纖,1120649,442,16983830,15.20,15.20,15.10,15.15,-,0.05,15.15,233,15.20,119,35.23,
1410,南染,31008,30,1158748,37.30,37.50,37.25,37.40,+,0.15,37.35,8,37.40,1,62.33,
1413,宏洲,20002,12,161306,8.06,8.15,8.06,8.06, ,0.00,8.06,1,8.09,2,0.00,
1414,東和,67464,64,1180241,17.65,17.70,17.45,17.50,-,0.05,17.45,1,17.50,10,250.00,
1416,廣豐,465391,200,4976552,10.80,10.80,10.60,10.70,+,0.05,10.70,4,10.75,5,18.14,
1417,嘉裕,140133,100,1666623,11.95,11.95,11.85,11.90, ,0.00,11.85,51,11.90,25,37.19,
1418,東華,11013,14,236019,20.70,21.55,20.70,21.50,+,0.05,21.30,1,21.60,1,40.57,
1419,新紡,27620,21,1208501,43.80,44.00,43.70,43.80,+,0.10,43.70,3,43.75,1,21.06,
1423,利華,298404,171,9280918,31.20,31.50,30.90,30.90,-,0.05,30.90,8,31.05,2,32.53,
1432,大魯閣,87887,143,1430203,16.25,16.30,16.25,16.30,+,0.10,16.25,4,16.30,3,22.96,
1434,福懋,1375138,1276,34734620,25.35,25.40,25.15,25.35,-,0.05,25.30,22,25.35,61,51.73,
1435,中福,98,9,3311,0,0,0,0, ,0.00,34.05,1,35.80,1,0.00,
1436,華友聯,286693,299,21985943,78.00,78.00,74.30,76.80,-,0.90,76.20,2,76.80,2,112.94,
1437,勤益控,194086,136,5825086,30.15,30.25,29.80,29.90,-,0.20,29.85,3,29.90,4,10.64,
1438,三地開發,15022,17,445551,29.85,29.85,29.60,29.60,-,0.15,29.55,5,29.65,2,0.00,
1439,雋揚,5030,6,112569,22.35,22.45,22.30,22.30,-,0.10,22.30,1,22.50,1,18.13,
1440,南紡,1566098,791,23576844,15.20,15.25,14.95,15.10, ,0.00,15.00,1,15.10,117,0.00,
1441,大東,20568,127,271911,13.30,13.30,13.15,13.15,-,0.15,13.10,2,13.20,65,0.00,
1442,名軒,1045605,549,38456461,36.40,37.15,36.25,36.90,+,0.90,36.85,4,36.90,16,18.18,
1443,立益物流,25003,17,710188,28.40,28.45,28.35,28.40, ,0.00,28.40,2,28.45,3,20.88,
1444,力麗,1021364,460,10477822,10.30,10.35,10.20,10.20,-,0.10,10.20,44,10.25,16,0.00,
1445,大宇,164004,44,3173826,19.35,19.50,19.30,19.35, ,0.00,19.35,4,19.40,22,45.00,
1446,宏和,334090,243,12839265,38.30,39.20,37.75,37.90,-,0.10,37.85,1,37.90,1,0.00,
1447,力鵬,505026,172,3825328,7.59,7.60,7.56,7.56, ,0.00,7.55,14,7.56,1,0.00,
1449,佳和,2641886,886,52179420,19.95,20.20,19.25,20.20,+,0.55,20.15,32,20.20,119,38.11,
1451,年興,62087,98,1165669,18.80,18.90,18.70,18.80, ,0.00,18.80,2,18.85,6,0.00,
1452,宏益,86109,43,1428201,16.65,16.65,16.50,16.50,-,0.15,16.45,7,16.50,3,117.86,
1453,大將,75427,365,1054366,14.20,14.20,13.90,13.90,-,0.10,13.90,9,13.95,3,463.33,
1454,台富,31116,25,517390,16.75,16.75,16.50,16.65,+,0.30,16.60,2,16.70,5,208.12,
1455,集盛,1366112,660,14728334,10.90,10.95,10.60,10.75, ,0.00,10.70,42,10.75,41,0.00,
1456,怡華,133256,92,2129132,16.30,16.30,15.65,15.75,-,0.60,15.70,1,15.75,3,18.75,
1457,宜進,91824,46,1599509,17.45,17.45,17.40,17.45, ,0.00,17.40,1,17.45,10,79.32,
1459,聯發,277968,124,2825029,10.10,10.25,9.98,10.20,+,0.15,10.10,8,10.20,1,31.88,
1460,宏遠,546936,277,4005498,7.36,7.36,7.30,7.32,-,0.01,7.32,1,7.34,5,0.00,
1463,強盛,746506,224,13297628,17.45,18.00,17.45,17.50,-,0.45,17.50,25,17.60,10,22.15,
1464,得力,190481,270,2471647,13.00,13.05,12.95,12.95,-,0.10,12.95,38,13.00,39,215.83,
1465,偉全,9112,26,120051,13.15,13.20,13.15,13.15, ,0.00,13.15,2,13.20,6,19.92,
1466,聚隆,60020,35,642361,10.70,10.80,10.65,10.70,+,0.10,10.60,11,10.65,1,0.00,
1467,南緯,964027,329,10591124,11.00,11.05,10.90,10.90,-,0.10,10.90,36,10.95,9,0.00,
1468,昶和,61003,48,783037,12.90,13.00,12.75,12.95, ,0.00,12.75,1,12.95,2,0.00,
1470,大統新創,55116,9,1041284,18.75,18.90,18.75,18.75, ,0.00,18.80,1,18.90,8,32.89,
1471,首利,1254506,697,22550299,18.00,18.25,17.85,17.90,-,0.10,17.90,21,17.95,25,0.00,
1472,三洋實業,167389,314,8942161,55.30,55.30,52.00,52.70,-,0.40,52.70,1,53.10,1,22.81,
1473,台南,1136241,1032,32653904,29.85,29.85,28.30,28.60,-,2.00,28.55,4,28.60,3,13.88,
1474,弘裕,17964,58,205152,11.40,11.45,11.35,11.40, ,0.00,11.35,4,11.45,6,0.00,
1475,業旺,447277,419,22735713,53.40,54.30,49.20,49.95,-,3.45,49.80,7,49.95,3,10.91,
1476,儒鴻,1295323,2939,754523457,592.00,596.00,574.00,581.00,-,2.00,581.00,2,582.00,8,34.89,
1477,聚陽,1373809,2063,537473724,401.50,401.50,388.00,389.50,-,9.00,389.50,1,390.00,77,24.45,
1503,士電,931378,814,89182115,96.20,96.40,94.60,95.90, ,0.00,95.80,15,95.90,7,22.51,
1504,東元,10793320,6678,489322137,45.70,46.10,44.65,46.05,+,0.30,46.00,49,46.05,11,16.62,
1506,正道,63948,35,1016290,15.90,15.95,15.85,15.85,-,0.10,15.80,4,15.85,2,46.62,
1512,瑞利,17324,18,213381,12.40,12.50,12.15,12.50,+,0.10,12.15,1,12.50,4,0.00,
1513,中興電,4420038,2811,449318676,103.00,103.50,100.50,101.00,-,1.50,101.00,369,101.50,52,32.27,
1514,亞力,3539567,3422,196232082,56.20,56.20,54.50,55.60,+,0.20,55.50,3,55.60,21,23.86,
1515,力山,17583139,8592,867248972,49.00,50.40,47.80,50.40,+,4.50,50.40,11720,0,0,336.00,
1516,川飛,65974,109,1139049,17.25,17.35,17.15,17.35,+,0.20,17.30,4,17.35,7,22.53,
1517,利奇,158377,342,2328520,14.85,14.85,14.60,14.65,-,0.20,14.60,20,14.65,31,0.00,
1519,華城,10243605,9188,2500027509,241.00,249.00,236.50,247.50,+,10.00,247.50,10,248.00,111,33.31,
1521,大億,62757,268,2234555,35.60,35.85,35.50,35.70,-,0.20,35.60,1,35.80,3,31.59,
