1240 茂生農經 54.00 +0.20 54.30 55.00 53.80 54.33 8422 457567 23 53.90 1 54.00 1 39370158 54.00 59.40 48.60
1259 安心 72.00 "-0.10 " 72.30 72.30 71.90 72.08 9732 701464 52 71.90 2 72.10 2 32389500 72.00 79.20 64.80
1264 德麥 312.00 "-0.50 " 312.00 312.50 312.00 312.41 13205 4125436 172 311.00 3 312.00 1 37064367 312.00 343.00 281.00
1268 漢來美食 170.00 +0.50 169.50 172.00 169.00 170.46 110304 18802535 752 170.00 1 170.50 1 42223730 170.00 187.00 153.00
1336 台翰 20.55 +0.25 20.65 20.65 20.45 20.52 194549 3991951 114 20.55 4 20.60 6 78302419 20.55 22.60 18.50
1565 精華 189.50 +3.50 188.50 192.50 188.50 190.84 541927 103419321 656 189.00 15 190.00 17 50416516 189.50 208.00 171.00
1569 濱川 23.65 "-0.70 " 24.30 24.30 23.60 23.83 769484 18334810 423 23.65 4 23.70 7 121447441 23.65 26.00 21.30
1570 力肯 33.45 +1.50 32.00 33.45 32.00 32.88 1731371 56930603 1005 33.40 3 33.45 10 51500839 33.45 36.75 30.15
1580 新麥 159.00 +1.50 162.00 162.00 158.50 160.11 152454 24409124 198 159.00 1 159.50 1 50230242 159.00 174.50 143.50
1584 精剛 34.30 +0.20 34.60 34.70 34.00 34.31 1695857 58190375 909 34.30 23 34.35 41 192470533 34.30 37.70 30.90
1586 和勤 31.15 +0.05 31.10 31.30 30.90 31.07 95911 2979916 139 31.10 2 31.15 2 86312302 31.15 34.25 28.05
1591 駿吉-KY 66.00 "-3.20 " 67.80 69.10 66.00 67.06 972478 65211097 736 66.00 37 66.10 1 34798047 66.00 72.60 59.40
1593 祺驊 43.90 +0.15 44.25 45.10 43.70 44.28 22316 988200 38 43.90 5 44.35 1 39784772 43.90 48.25 39.55
1595 川寶 38.30 +0.20 38.40 38.55 38.10 38.24 36362 1390537 40 38.30 9 38.35 1 47875384 38.30 42.10 34.50
1599 宏佳騰 31.80 "-0.10 " 31.90 32.00 31.75 31.85 48985 1560311 221 31.80 1 31.85 1 74528764 31.80 34.95 28.65
1742 台蠟 18.30 "-0.10 " 18.40 18.40 18.20 18.36 109734 2014388 47 18.20 15 18.30 4 93559300 18.30 20.10 16.50
1777 生泰 90.50 "0.00 " 91.00 91.00 89.70 90.10 61724 5561360 69 90.10 1 90.50 2 44591713 90.50 99.50 81.50
1781 合世 18.10 +1.25 17.70 18.45 17.35 17.84 1121859 20016712 738 18.05 3 18.15 11 47407605 18.10 19.90 16.30
1784 訊聯 82.80 "-0.20 " 83.00 87.20 82.30 84.33 2237966 188720977 2162 82.80 7 83.00 8 49626924 82.80 91.00 74.60
1785 光洋科 48.75 "-0.70 " 49.90 49.90 48.40 48.84 5792112 282864977 3506 48.70 16 48.75 16 596201743 48.75 53.60 43.90
1788 杏昌 144.00 "0.00 " 144.00 144.00 143.00 143.70 78078 11219610 208 143.50 3 144.00 10 44520971 144.00 158.00 130.00
1796 金穎生技 59.60 "-3.50 " 62.10 62.10 59.40 60.26 205136 12360912 286 59.50 6 59.70 2 41459793 59.60 65.50 53.70
