"00679B" "元大美債20年" "28.08" "-0.35" "28.17" "28.20" "28.07" "27988000" "787863630" "9006" "28.08" "97" "28.09" "998" "3999692000" "9999.95" "0.01"
"00687B" "國泰20年美債" "28.99" "-0.45" "29.13" "29.13" "28.92" "46109000" "1339022230" "10906" "28.99" "218" "29.00" "1143" "1576787000" "9999.95" "0.01"
"00694B" "富邦美債1-3" "40.63" "-0.02" "40.65" "40.67" "40.63" "107000" "4349060" "11" "40.63" "1" "40.64" "1" "92576000" "9999.95" "0.01"
"00695B" "富邦美債7-10" "34.06" "-0.18" "34.10" "34.10" "34.05" "138000" "4703290" "10" "34.05" "5" "34.06" "1" "25186000" "9999.95" "0.01"
"00696B" "富邦美債20年" "29.37" "-0.48" "29.56" "29.56" "29.30" "9844000" "289830370" "925" "29.36" "51" "29.37" "62" "860181000" "9999.95" "0.01"
"00697B" "元大美債7-10" "34.69" "-0.20" "34.75" "34.75" "34.67" "160000" "5553060" "64" "34.69" "1" "34.70" "20" "19212000" "9999.95" "0.01"
"00718B" "富邦中國政策債" "20.02" "-0.03" "20.03" "20.03" "20.00" "161000" "3223240" "8" "20.01" "20" "20.02" "1" "532501000" "9999.95" "0.01"
"00719B" "元大美債1-3" "31.85" "-0.01" "31.83" "31.88" "31.80" "3141000" "100033520" "367" "31.85" "34" "31.86" "400" "164514000" "9999.95" "0.01"
"00720B" "元大投資級公司債" "32.34" "-0.35" "32.49" "32.49" "32.29" "34721000" "1124605040" "10757" "32.33" "202" "32.34" "1336" "2853609000" "9999.95" "0.01"
"00721B" "元大中國債3-5" "45.11" "-0.03" "45.11" "45.11" "45.11" "50000" "2255500" "1" "44.96" "11" "45.11" "1" "4622000" "9999.95" "0.01"
"00722B" "群益投資級電信債" "34.64" "-0.41" "34.79" "34.79" "34.60" "7775000" "269615290" "2405" "34.64" "58" "34.65" "135" "1298239000" "9999.95" "0.01"
"00723B" "群益投資級科技債" "31.47" "-0.38" "31.58" "31.59" "31.45" "225000" "7095530" "20" "31.45" "6" "31.48" "20" "1256583000" "9999.95" "0.01"
"00724B" "群益投資級金融債" "31.47" "-0.28" "31.69" "31.69" "31.44" "3868000" "121852140" "545" "31.46" "43" "31.47" "5" "2818775000" "9999.95" "0.01"
"00725B" "國泰投資級公司債" "34.79" "-0.37" "34.98" "34.99" "34.75" "6093000" "212469700" "1183" "34.78" "47" "34.79" "256" "2293706000" "9999.95" "0.01"
"00726B" "國泰5Y+新興債" "32.66" "-0.10" "32.68" "32.68" "32.65" "236000" "7707880" "99" "32.66" "2" "32.67" "96" "1135989000" "9999.95" "0.01"
"00727B" "國泰1-5Y非投等債" "38.88" "-0.02" "38.83" "38.88" "38.83" "138000" "5364380" "11" "38.88" "2" "38.89" "1" "91689000" "9999.95" "0.01"
"00734B" "台新JPM新興債" "15.11" "-0.04" "15.14" "15.14" "15.09" "1185000" "17905180" "23" "15.11" "9" "15.12" "52" "31979000" "9999.95" "0.01"
"00740B" "富邦全球投等債" "37.24" "-0.33" "37.40" "37.40" "37.21" "5531000" "206305750" "284" "37.23" "13" "37.24" "120" "1111471000" "9999.95" "0.01"
"00741B" "富邦全球非投等債" "37.50" "-0.07" "37.50" "37.50" "37.43" "115000" "4309520" "6" "37.48" "1" "37.54" "22" "11128000" "9999.95" "0.01"
"00744B" "國泰中國政金債5+" "42.35" "-0.14" "42.38" "42.38" "42.35" "101000" "4280350" "3" "42.34" "233" "42.41" "15" "1728000" "9999.95" "0.01"
"00746B" "富邦A級公司債" "34.28" "-0.37" "34.47" "34.47" "34.25" "500000" "17172540" "52" "34.27" "2" "34.28" "100" "2141964000" "9999.95" "0.01"
"00749B" "凱基新興債10+" "29.93" "-0.22" "29.98" "29.98" "29.90" "104000" "3112710" "6" "29.92" "1" "29.95" "22" "952000000" "9999.95" "0.01"
"00750B" "凱基科技債10+" "32.82" "-0.38" "32.82" "32.82" "32.82" "100000" "3282000" "2" "32.75" "5" "32.88" "5" "125500000" "9999.95" "0.01"
"00751B" "元大AAA至A公司債" "31.80" "-0.40" "32.00" "32.00" "31.76" "20291000" "646725880" "6761" "31.80" "192" "31.81" "818" "3280603000" "9999.95" "0.01"
"00754B" "群益AAA-AA公司債" "33.94" "-0.42" "34.10" "34.10" "33.91" "182000" "6191160" "14" "33.92" "1" "33.97" "10" "553900000" "9999.95" "0.01"
"00755B" "群益投資級公用債" "31.70" "-0.40" "31.83" "31.85" "31.65" "148000" "4702420" "35" "31.69" "1" "31.71" "10" "169730000" "9999.95" "0.01"
"00756B" "群益投等新興公債" "30.23" "-0.36" "30.40" "30.40" "30.21" "404000" "12234480" "142" "30.23" "12" "30.24" "26" "1165800000" "9999.95" "0.01"
"00758B" "復華能源債" "49.01" "-0.50" "49.02" "49.02" "48.95" "251000" "12300490" "13" "49.02" "1" "49.08" "5" "5525000" "9999.95" "0.01"
"00759B" "復華製藥債" "52.90" "-0.55" "52.95" "52.95" "52.75" "287000" "15171300" "17" "52.80" "25" "52.85" "2" "47525000" "9999.95" "0.01"
"00760B" "復華新興企業債" "49.90" "-0.30" "50.00" "50.00" "49.88" "322000" "16078190" "38" "49.90" "1" "49.91" "118" "397020000" "9999.95" "0.01"
"00761B" "國泰A級公司債" "34.43" "-0.40" "34.56" "34.57" "34.38" "1186000" "40920080" "142" "34.42" "5" "34.43" "391" "2448089000" "9999.95" "0.01"
"00764B" "群益25年美債" "28.54" "-0.50" "28.83" "28.83" "28.48" "4104000" "117338910" "890" "28.53" "25" "28.54" "85" "990500000" "9999.95" "0.01"
