"113年06月05日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","24,447.69","+","135.27","0.56","",
"發行量加權股價指數","21,484.88","+","128.26","0.60","",
"臺灣公司治理100指數","12,388.97","+","122.61","1.00","",
"臺灣50指數","16,948.93","+","178.56","1.06","",
"臺灣50權重上限30%指數","15,187.21","+","107.98","0.72","",
"臺灣中型100指數","20,109.80","-","63.43","-0.31","",
"臺灣資訊科技指數","33,646.82","+","358.09","1.08","",
"臺灣發達指數","10,205.39","+","24.63","0.24","",
"臺灣高股息指數","9,851.82","-","79.60","-0.80","",
"臺灣就業99指數","13,060.82","-","18.21","-0.14","",
"臺灣高薪100指數","11,690.83","+","93.04","0.80","",
"未含金融指數","18,805.07","+","120.35","0.64","",
"未含電子指數","20,126.25","+","31.62","0.16","",
"未含金融電子指數","16,152.72","+","19.89","0.12","",
"小型股300指數","11,895.02","-","28.93","-0.24","",
"水泥窯製類指數","605.91","+","0.96","0.16","",
"塑膠化工類指數","759.44","-","6.43","-0.84","",
"機電類指數","6,334.66","+","47.78","0.76","",
"水泥類指數","157.28","+","0.28","0.18","",
"食品類指數","2,200.46","+","3.70","0.17","",
"塑膠類指數","176.19","-","2.26","-1.27","",
"紡織纖維類指數","648.16","+","1.28","0.20","",
"電機機械類指數","410.93","-","3.72","-0.90","",
"電器電纜類指數","116.43","-","0.49","-0.42","",
"化學生技醫療類指數","138.57","+","2.44","1.79","",
"化學類指數","168.54","-","0.06","-0.04","",
"生技醫療類指數","76.56","+","2.32","3.13","",
"玻璃陶瓷類指數","52.54","+","0.04","0.08","",
"造紙類指數","340.46","-","1.00","-0.29","",
"鋼鐵類指數","144.17","-","0.35","-0.24","",
"橡膠類指數","310.33","-","23.79","-7.12","",
"汽車類指數","413.02","+","2.22","0.54","",
"電子工業類指數","1,131.30","+","9.13","0.81","",
"半導體類指數","551.80","+","6.59","1.21","",
"電腦及週邊設備類指數","279.96","-","2.31","-0.82","",
"光電類指數","39.58","+","0.20","0.51","",
"通信網路類指數","156.97","-","0.21","-0.13","",
"電子零組件類指數","228.32","+","0.37","0.16","",
"電子通路類指數","276.08","-","1.12","-0.40","",
"資訊服務類指數","200.81","-","0.02","-0.01","",
"其他電子類指數","157.12","+","2.58","1.67","",
"建材營造類指數","616.87","-","5.57","-0.89","",
"航運類指數","201.82","+","6.48","3.32","",
"觀光餐旅類指數","134.69","-","0.35","-0.26","",
"金融保險類指數","1,931.60","+","4.41","0.23","",
"貿易百貨類指數","296.12","-","0.80","-0.27","",
"油電燃氣類指數","91.39","-","0.05","-0.05","",
"綠能環保類指數","109.14","-","0.05","-0.05","",
"數位雲端類指數","72.52","+","0.07","0.10","",
"運動休閒類指數","99.50","-","0.87","-0.87","",
"居家生活類指數","112.52","+","0.08","0.07","",
"其他類指數","370.27","+","2.64","0.72","",
"臺指日報酬兩倍指數","56,342.64","+","668.71","1.20","",
"臺指反向一倍指數","3,100.41","-","18.73","-0.60","",
"電子類兩倍槓桿指數","67,276.09","+","1,077.19","1.63","",
"電子類反向指數","2,423.33","-","19.88","-0.81","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,247.06","+","98.42","2.37","",
"臺灣中小型公司治理指數","10,459.38","+","102.02","0.99","",
"臺灣IPO指數","5,666.14","-","6.54","-0.12","",
"智慧中立指數","3,790.58","+","15.03","0.40","",
"臺灣5G指數","10,806.88","+","11.20","0.10","",
"臺灣企業社會責任中小型指數","12,760.13","-","11.40","-0.09","",
"特選臺灣電動車代表指數","9,803.74","+","2.99","0.03","",
"臺灣5G+通訊指數","9,267.21","+","66.77","0.73","",
"臺灣全市場指數","7,420.66","+","46.48","0.63","",
"臺灣全市場半導體指數","7,462.87","+","30.09","0.40","",
"臺灣智慧移動與電動車指數","5,683.40","-","13.41","-0.24","",
"特選小資高價30指數","7,297.49","+","36.52","0.50","",
"特選臺灣綠能及電動車指數","5,999.28","+","21.32","0.36","",
"特選臺灣智能車供應鏈聯盟指數","6,707.77","+","48.06","0.72","",
"臺灣全市場半導體精選30指數","5,921.40","+","36.51","0.62","",
"特選臺灣高股息30指數","5,835.23","+","25.46","0.44","",
"臺灣友善環境指數","6,533.58","+","39.68","0.61","",
"台灣永續價值指數","5,835.24","+","33.43","0.58","",
"特選臺灣IC設計指數","4,609.46","+","51.75","1.14","",
"特選臺灣環境永續高股息指數","8,240.98","+","119.45","1.47","",
"臺灣友善環境50指數","5,442.84","+","46.26","0.86","",
"特選臺灣IC設計產業代表指數","5,952.33","+","63.48","1.08","",
"特選臺灣綠能指數","5,701.93","+","18.88","0.33","",
"特選臺灣智慧50指數","4,934.24","+","31.09","0.63","",
"臺灣晶圓製造指數","6,102.47","+","22.68","0.37","",
"臺灣精選高息指數","5,741.19","+","13.25","0.23","",
"臺灣多因子優選高股息30指數","8,847.50","+","36.96","0.42","",
"特選臺灣優利高填息30指數","7,540.26","+","1.84","0.02","",
"特選臺灣科技優息指數","9,420.22","-","53.09","-0.56","",
"臺灣半導體收益指數","7,014.96","-","6.08","-0.09","",
"臺灣優選成長高股息指數","7,872.50","-","16.28","-0.21","",
"特選臺灣ESG低碳高息40指數","8,941.33","-","6.42","-0.07","",
"臺灣優選多因子30指數","8,180.88","+","57.27","0.70","",
"臺灣創新科技50指數","7,046.55","+","26.26","0.37","",
"臺灣全市場新經濟產業指數","4,988.37","-","19.21","-0.38","",
"臺灣ESG永續高股息等權重指數","6,617.28","-","9.69","-0.15","",
"臺灣永續高息中小型指數","6,637.59","+","33.32","0.50","",
"特選臺灣高息優質成長指數","6,334.96","+","6.79","0.11","",
"特選臺灣高息動能指數","6,731.36","-","18.97","-0.28","",
"臺灣電子成長高息等權重指數","6,067.26","-","26.22","-0.43","",
"特選臺灣優利成長指數","5,568.68","-","6.43","-0.12","",
"臺灣價值高息指數","5,791.69","+","7.12","0.12","",
"特選臺灣IC設計動能指數","5,146.85","+","34.99","0.68","",
"臺灣科技高股息指數","6,057.35","+","13.66","0.23","",
"臺灣趨勢動能高股息指數","5,854.67","+","20.38","0.35","",
"特選臺灣科技高息成長指數","5,785.38","-","7.60","-0.13","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","40,402.67","+","184.07","0.46","",
"金融類日報酬反向一倍指數","3,873.13","-","8.88","-0.23","",
"漲升股利150指數","10,184.07","-","6.42","-0.06","",
"藍籌30指數","10,058.41","+","66.63","0.67","",
"工業菁英30指數","10,750.38","+","36.74","0.34","",
"低波動股利精選30指數","8,088.54","+","1.26","0.02","",
"中小型A級動能50指數","26,582.24","-","56.87","-0.21","",
"特選高息低波指數","10,508.82","+","27.42","0.26","",
"臺灣永續指數","11,122.67","+","83.03","0.75","",
"價值投資指數","8,212.13","-","12.90","-0.16","",
"存股雙十等權重指數","9,863.42","+","51.52","0.53","",
"特選大蘋果指數","10,977.72","+","102.16","0.94","",
"中小型300指數","12,239.56","-","23.22","-0.19","",
"臺灣500指數","10,966.25","+","58.33","0.53","",
"臺灣勞工權益指數","9,749.26","+","42.08","0.43","",
"微波高息精選20指數","9,017.76","+","74.42","0.83","",
"特選世代行動通訊指數","8,807.06","-","61.18","-0.69","",
"智慧投資多因子30指數","7,321.74","+","68.18","0.94","",
"臺股期貨指數","11,645.23","+","77.59","0.67","",
"特選價值成長指數","10,029.86","+","9.62","0.10","",
"臺灣上櫃永續指數","7,593.32","+","83.07","1.11","",
"特選台股領航指數","10,399.61","+","83.34","0.81","",
"特選Smart多因子指數","8,529.74","+","46.53","0.55","",
"特選ESG高股息指數","7,059.57","+","27.14","0.39","",
"特選上櫃ESG成長指數","5,525.36","+","116.38","2.15","",
"特選上櫃ESG電子菁英指數","5,566.81","+","113.38","2.08","",
"臺灣優息存股指數","5,375.10","+","71.60","1.35","",
"特選上櫃ESG永續高股息指數","7,789.58","-","8.16","-0.10","",
"特選臺灣金融高股息存股指數","6,212.11","+","10.18","0.16","",
"特選臺灣產業龍頭存股等權重指數","7,113.77","-","14.79","-0.21","",
"上櫃ESG 30指數","6,691.76","-","4.05","-0.06","",
"臺灣ESG低碳50指數","7,475.39","+","45.79","0.62","",
"臺灣創新板指數","5,695.75","-","24.75","-0.43","",
"特選上櫃ESG龍頭指數","6,336.90","+","18.54","0.29","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","35,580.99","+","200.18","0.57","",
"發行量加權股價報酬指數","46,477.92","+","281.89","0.61","",
"臺灣公司治理100報酬指數","17,754.88","+","175.71","1.00","",
"臺灣50報酬指數","36,962.00","+","389.42","1.06","",
"臺灣50權重上限30%報酬指數","33,609.51","+","238.97","0.72","",
"臺灣中型100報酬指數","40,699.71","-","108.41","-0.27","",
"臺灣資訊科技股報酬指數","68,854.94","+","732.79","1.08","",
"臺灣發達報酬指數","20,653.81","+","60.59","0.29","",
"臺灣高股息報酬指數","28,764.12","-","206.16","-0.71","",
"臺灣就業99報酬指數","21,173.39","-","24.74","-0.12","",
"臺灣高薪100報酬指數","18,248.26","+","145.23","0.80","",
"未含金融電子報酬指數","36,064.12","+","60.12","0.17","",
"小型股300報酬指數","16,389.33","-","39.85","-0.24","",
"水泥類報酬指數","321.61","+","0.56","0.17","",
"食品類報酬指數","3,565.95","+","6.01","0.17","",
"塑膠類報酬指數","334.89","-","4.28","-1.26","",
"紡織纖維類報酬指數","1,116.33","+","2.21","0.20","",
"電機機械類報酬指數","634.68","-","5.73","-0.89","",
"電器電纜類報酬指數","186.95","-","0.79","-0.42","",
"化學生技醫療類報酬指數","224.76","+","3.95","1.79","",
"化學類報酬指數","296.72","-","0.10","-0.03","",
"生技醫療類報酬指數","110.70","+","3.35","3.12","",
"玻璃陶瓷類報酬指數","66.66","+","0.04","0.06","",
"造紙類報酬指數","541.95","-","1.59","-0.29","",
"鋼鐵類報酬指數","254.73","-","0.62","-0.24","",
"橡膠類報酬指數","523.98","-","30.47","-5.50","",
"汽車類報酬指數","674.83","+","3.63","0.54","",
"電子工業類報酬指數","2,214.66","+","17.88","0.81","",
"半導體類報酬指數","1,011.87","+","12.08","1.21","",
"電腦及週邊設備類報酬指數","649.90","-","5.37","-0.82","",
"光電類報酬指數","60.41","+","0.31","0.52","",
"通信網路類報酬指數","341.60","-","0.46","-0.13","",
"電子零組件類報酬指數","441.08","+","0.71","0.16","",
"電子通路類報酬指數","711.35","-","2.89","-0.40","",
"資訊服務類報酬指數","490.50","-","0.04","-0.01","",
"其他電子類報酬指數","266.22","+","4.36","1.67","",
"建材營造類報酬指數","1,299.18","-","11.74","-0.90","",
"航運類報酬指數","387.50","+","12.44","3.32","",
"觀光餐旅類報酬指數","190.50","-","0.48","-0.25","",
"金融保險類報酬指數","3,435.71","+","7.84","0.23","",
"貿易百貨類報酬指數","476.55","-","1.28","-0.27","",
"油電燃氣類報酬指數","146.74","-","0.07","-0.05","",
"綠能環保類報酬指數","111.96","-","0.06","-0.05","",
"數位雲端類報酬指數","72.87","+","0.07","0.10","",
"運動休閒類報酬指數","103.31","-","0.90","-0.86","",
"居家生活類報酬指數","116.56","+","0.08","0.07","",
"其他類報酬指數","650.09","+","4.63","0.72","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,782.85","+","111.21","2.38","",
"臺灣中小型公司治理報酬指數","14,355.91","+","140.02","0.98","",
"臺灣IPO報酬指數","6,830.75","-","4.77","-0.07","",
"智慧中立報酬指數","4,741.69","+","22.11","0.47","",
"加權指數掩護性臺指買權價外5%報酬指數","9,155.50","+","56.24","0.62","",
"臺灣5G報酬指數","12,785.05","+","13.26","0.10","",
"臺灣企業社會責任中小型報酬指數","15,638.35","-","13.98","-0.09","",
"特選臺灣電動車代表報酬指數","11,446.34","+","16.50","0.14","",
"臺灣5G+通訊報酬指數","10,615.22","+","76.47","0.73","",
"臺灣全市場報酬指數","8,316.08","+","52.66","0.64","",
"臺灣全市場半導體報酬指數","8,505.19","+","34.29","0.40","",
"臺灣智慧移動與電動車報酬指數","6,477.32","-","9.18","-0.14","",
"特選小資高價30報酬指數","8,117.95","+","40.62","0.50","",
"特選臺灣綠能及電動車報酬指數","6,788.96","+","24.14","0.36","",
"特選臺灣智能車供應鏈聯盟報酬指數","7,569.75","+","55.66","0.74","",
"臺灣全市場半導體精選30報酬指數","6,627.99","+","40.87","0.62","",
"特選臺灣高股息30報酬指數","7,467.28","+","32.57","0.44","",
"臺灣友善環境報酬指數","7,268.17","+","44.14","0.61","",
"台灣永續價值報酬指數","6,313.16","+","36.17","0.58","",
"特選臺灣IC設計報酬指數","5,274.57","+","59.21","1.14","",
"特選臺灣環境永續高股息報酬指數","10,667.49","+","154.62","1.47","",
"臺灣友善環境50報酬指數","6,068.60","+","51.57","0.86","",
"特選臺灣IC設計產業代表報酬指數","6,826.09","+","72.80","1.08","",
"特選臺灣綠能報酬指數","6,181.37","+","20.47","0.33","",
"特選臺灣智慧50報酬指數","5,565.23","+","35.06","0.63","",
"臺灣晶圓製造報酬指數","6,759.84","+","25.12","0.37","",
"臺灣精選高息報酬指數","7,479.32","+","17.27","0.23","",
"臺灣多因子優選高股息30報酬指數","10,159.58","+","42.44","0.42","",
"特選臺灣優利高填息30報酬指數","8,990.62","+","10.41","0.12","",
"特選臺灣科技優息報酬指數","10,106.65","-","56.97","-0.56","",
"臺灣半導體收益報酬指數","7,489.93","-","6.49","-0.09","",
"臺灣優選成長高股息報酬指數","8,324.56","-","17.21","-0.21","",
"特選臺灣ESG低碳高息40報酬指數","9,486.84","-","6.82","-0.07","",
"臺灣優選多因子30報酬指數","8,422.17","+","58.97","0.71","",
"臺灣創新科技50報酬指數","7,386.13","+","27.53","0.37","",
"臺灣全市場新經濟產業報酬指數","5,164.50","-","19.40","-0.37","",
"臺灣ESG永續高股息等權重報酬指數","6,963.72","-","10.20","-0.15","",
"臺灣永續高息中小型報酬指數","6,802.77","+","34.15","0.50","",
"特選臺灣高息優質成長報酬指數","6,386.83","+","6.85","0.11","",
"特選臺灣高息動能報酬指數","6,750.90","-","11.39","-0.17","",
"臺灣電子成長高息等權重報酬指數","6,104.10","-","26.38","-0.43","",
"特選臺灣優利成長報酬指數","5,572.91","-","6.43","-0.12","",
"臺灣價值高息報酬指數","5,826.65","+","7.16","0.12","",
"特選臺灣IC設計動能報酬指數","5,166.29","+","35.11","0.68","",
"臺灣科技高股息報酬指數","6,085.45","+","13.73","0.23","",
"臺灣趨勢動能高股息報酬指數","5,896.43","+","20.52","0.35","",
"特選臺灣科技高息成長報酬指數","5,792.16","-","7.61","-0.13","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","14,630.45","-","4.81","-0.03","",
"藍籌30報酬指數","13,401.35","+","88.77","0.67","",
"工業菁英30報酬指數","14,525.16","+","49.63","0.34","",
"低波動股利精選30報酬指數","10,899.24","+","1.70","0.02","",
"中小型A級動能50報酬指數","32,415.30","-","69.36","-0.21","",
"特選高息低波報酬指數","15,412.17","+","40.22","0.26","",
"臺灣永續報酬指數","14,823.17","+","112.42","0.76","",
"價值投資報酬指數","11,589.25","+","2.42","0.02","",
"存股雙十等權重報酬指數","13,407.44","+","70.03","0.53","",
"特選大蘋果報酬指數","13,888.89","+","129.25","0.94","",
"中小型300報酬指數","14,868.84","-","22.40","-0.15","",
"臺灣500報酬指數","13,348.91","+","72.45","0.55","",
"臺灣勞工權益報酬指數","12,562.20","+","55.84","0.45","",
"微波高息精選20報酬指數","11,085.93","+","91.49","0.83","",
"特選世代行動通訊報酬指數","10,406.54","-","72.29","-0.69","",
"智慧投資多因子30報酬指數","9,136.60","+","91.28","1.01","",
"特選大蘋果報酬正向兩倍指數","37,133.96","+","684.76","1.88","",
"特選大蘋果報酬反向一倍指數","3,839.33","-","36.41","-0.94","",
"特選價值成長報酬指數","12,999.93","+","12.47","0.10","",
"臺灣上櫃永續報酬指數","8,927.17","+","97.66","1.11","",
"特選台股領航報酬指數","12,660.05","+","101.45","0.81","",
"特選Smart多因子報酬指數","9,857.40","+","53.78","0.55","",
"特選ESG高股息報酬指數","8,834.00","+","33.97","0.39","",
"特選上櫃ESG成長報酬指數","6,104.40","+","128.58","2.15","",
"特選上櫃ESG電子菁英報酬指數","6,224.21","+","126.76","2.08","",
"臺灣優息存股報酬指數","6,137.16","+","81.74","1.35","",
"特選上櫃ESG永續高股息報酬指數","8,598.54","-","9.00","-0.10","",
"特選臺灣金融高股息存股報酬指數","6,595.77","+","10.81","0.16","",
"特選臺灣產業龍頭存股等權重報酬指數","7,527.92","-","6.53","-0.09","",
"上櫃ESG 30報酬指數","7,011.12","-","4.25","-0.06","",
"臺灣ESG低碳50報酬指數","7,836.20","+","48.00","0.62","",
"臺灣創新板報酬指數","5,755.13","-","25.01","-0.43","",
"特選上櫃ESG龍頭報酬指數","6,395.08","+","18.71","0.29","",
"113年06月05日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","383,176,806,488","4,167,977,814","2,530,784",
"2.台灣存託憑證","119,602,865","25,642,578","4,215",
"3.受益憑證","0","0","0",
"4.ETF","24,716,171,588","1,335,879,596","369,092",
"5.受益證券","222,497,503","21,686,120","156",
"6.變更交易股票","13,920,940","1,832,499","982",
"7.認購(售)權證","3,003,580,730","2,752,780,000","97,590",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","6,152,610","593,000","123",
"14.創新板股票","198,598,749","3,024,102","1,669",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","383,389,326,177","4,172,834,415","2,533,435",
"總計(1~15)","411,457,331,473","8,309,415,709","3,004,611",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","5,882(28)","330(9)",
"下跌(跌停)","8,544(71)","581(2)",
"持平","979","94",
"未成交","20,838","2",
"無比價","3,011","4",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"113年06月05日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","4,935,163","11,328","827,016,285","167.40","168.80","166.15","168.45","+","1.60","168.40","14","168.45","18","0.00",
="0051","元大中型100","43,862","277","3,555,788","81.90","81.90","80.20","81.05","-","0.10","81.00","3","81.05","1","0.00",
="0052","富邦科技","926,454","844","151,740,890","163.35","165.30","162.10","165.05","+","1.75","165.00","1","165.15","2","0.00",
="0053","元大電子","11,132","107","1,017,954","90.65","91.95","90.65","91.95","+","1.00","91.75","10","91.90","1","0.00",
="0055","元大MSCI金融","119,896","207","3,160,174","26.32","26.47","26.21","26.42","+","0.13","26.38","1","26.42","2","0.00",
="0056","元大高股息","19,830,345","22,634","791,350,042","40.02","40.05","39.80","39.86","-","0.15","39.85","230","39.86","6","0.00",
="0057","富邦摩台","24,927","61","3,081,868","123.15","124.40","123.15","124.40","+","0.85","124.50","20","124.80","30","0.00",
="0061","元大寶滬深","148,664","111","2,604,526","17.50","17.65","17.49","17.50"," ","0.00","17.50","1","17.51","1","0.00",
="006203","元大MSCI台灣","9,597","102","767,750","80.15","80.15","80.10","80.10","+","0.40","79.85","14","80.30","8","0.00",
="006204","永豐臺灣加權","19,339","111","2,053,248","106.50","106.50","105.85","106.50","+","0.40","106.50","1","106.70","1","0.00",
="006205","富邦上証","231,587","185","6,991,120","30.35","30.35","30.09","30.13","-","0.03","30.11","12","30.13","96","0.00",
="006206","元大上證50","64,218","80","1,848,422","28.80","28.88","28.70","28.75","+","0.04","28.70","54","28.76","1","0.00",
="006207","復華滬深","15,183","63","347,754","23.00","23.00","22.82","22.83","+","0.01","22.82","1","22.83","63","0.00",
="006208","富邦台50","4,990,911","9,035","490,373,814","97.90","99.00","97.30","98.75","+","0.95","98.70","3","98.75","40","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.74","5","6.79","5","0.00",
="00631L","元大台灣50正2","2,778,285","3,013","594,865,436","214.45","216.40","211.10","215.50","+","2.10","215.50","29","215.55","54","0.00",
="00632R","元大台灣50反1","102,290,134","3,378","378,197,436","3.69","3.73","3.67","3.69","-","0.02","3.68","20,198","3.69","15,193","0.00",
="00633L","富邦上証正2","3,425,686","588","121,617,821","35.52","35.76","35.25","35.29","-","0.08","35.29","265","35.31","2","0.00",
="00634R","富邦上証反1","134,000","14","606,870","4.51","4.54","4.51","4.54","+","0.01","4.52","709","4.54","805","0.00",
="00635U","期元大S&P黃金","289,069","164","7,972,703","27.57","27.70","27.52","27.69","-","0.11","27.68","2","27.69","2","0.00",
="00636","國泰中國A50","1,119,164","228","23,488,490","20.98","21.07","20.93","20.95","-","0.05","20.95","3","20.97","185","0.00",
="00636K","國泰中國A50+U","200","2","1,298","6.49","6.49","6.49","6.49"," ","0.00","6.44","10","6.55","8","0.00",
="00637L","元大滬深300正2","30,958,693","3,215","441,285,668","14.26","14.35","14.15","14.16","-","0.04","14.16","2,128","14.17","302","0.00",
="00638R","元大滬深300反1","535,000","44","5,066,870","9.48","9.51","9.44","9.51","+","0.01","9.49","229","9.51","326","0.00",
="00639","富邦深100","402,668","124","4,340,273","10.71","10.80","10.71","10.75","+","0.03","10.74","104","10.76","104","0.00",
="00640L","富邦日本正2","938,593","280","54,173,942","57.75","58.00","57.45","57.50","-","1.75","57.50","6","57.55","1","0.00",
="00641R","富邦日本反1","1,396,197","166","8,981,521","6.42","6.45","6.42","6.43","+","0.10","6.43","245","6.44","10","0.00",
="00642U","期元大S&P石油","3,560,221","1,143","58,767,263","16.49","16.54","16.47","16.51","-","0.08","16.50","612","16.51","683","0.00",
="00643","群益深証中小","619,420","123","7,296,785","11.74","11.81","11.73","11.76","+","0.08","11.75","10","11.76","4","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.62","2","2.69","1","0.00",
="00645","富邦日本","1,418,436","439","53,978,498","38.04","38.14","37.97","38.00","-","0.55","38.00","135","38.01","10","0.00",
="00646","元大S&P500","1,801,905","1,159","96,210,247","53.40","53.45","53.35","53.40","+","0.05","53.40","4","53.45","413","0.00",
="00647L","元大S&P500正2","87,520","25","7,397,073","84.40","84.60","84.40","84.55","+","0.50","84.50","18","84.55","10","0.00",
="00648R","元大S&P500反1","635,000","42","3,619,170","5.70","5.70","5.69","5.70","-","0.02","5.69","1,846","5.70","1,371","0.00",
="00650L","復華香港正2","39,176,232","2,187","424,114,855","10.76","11.00","10.71","10.75","+","0.05","10.75","822","10.76","11","0.00",
="00651R","復華香港反1","369,050","85","3,146,918","8.59","8.59","8.47","8.57","-","0.04","8.57","4","8.58","406","0.00",
="00652","富邦印度","2,359,243","1,374","85,536,679","36.30","36.41","36.00","36.41","-","0.34","36.41","45","36.56","1","0.00",
="00653L","富邦印度正2","2,800,249","1,361","152,539,749","55.00","55.30","54.10","55.10","-","1.05","55.05","46","55.15","1","0.00",
="00654R","富邦印度反1","1,247,494","127","8,739,704","6.93","7.05","6.93","6.94","+","0.06","6.91","30","6.94","124","0.00",
="00655L","國泰中國A50正2","1,399,410","329","33,942,966","24.23","24.43","24.09","24.12","-","0.04","24.12","208","24.13","13","0.00",
="00656R","國泰中國A50反1","24,000","18","203,900","8.51","8.54","8.48","8.54","+","0.01","8.52","250","8.54","359","0.00",
="00657","國泰日經225","119,283","92","5,394,843","45.22","45.34","45.12","45.18","-","0.37","45.15","2","45.18","24","0.00",
="00657K","國泰日經225+U","200","2","2,790","13.95","13.95","13.95","13.95","-","0.10","13.94","10","13.97","10","0.00",
="00660","元大歐洲50","5,052","99","182,288","36.15","36.15","36.14","36.14","-","0.18","36.02","2","36.15","18","0.00",
="00661","元大日經225","925,235","213","45,727,751","49.45","49.50","49.25","49.33","-","0.43","49.32","2","49.33","9","0.00",
="00662","富邦NASDAQ","2,889,349","1,116","224,815,993","77.80","77.95","77.75","77.80","+","0.25","77.75","237","77.80","17","0.00",
="00663L","國泰臺灣加權正2","6,020","5","1,195,114","198.30","198.85","198.30","198.50","+","1.90","198.15","258","198.50","49","0.00",
="00664R","國泰臺灣加權反1","7,754,921","383","32,472,019","4.19","4.23","4.17","4.17","-","0.04","4.17","3,691","4.18","620","0.00",
