"113年06月05日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
="00665L","富邦恒生國企正2","58,413,357","4,118","419,347,782","7.11","7.29","7.07","7.14","+","0.06","7.13","1,066","7.14","2,607","0.00",
="00666R","富邦恒生國企反1","176,000","41","2,514,430","14.43","14.44","14.21","14.39","-","0.05","14.36","108","14.40","106","0.00",
="00668","國泰美國道瓊","70,905","96","3,237,258","45.70","45.70","45.64","45.68","+","0.21","45.66","130","45.68","5","0.00",
="00668K","國泰美國道瓊+U","200","2","2,818","14.09","14.09","14.09","14.09","+","0.06","14.07","10","14.12","10","0.00",
="00669R","國泰美國道瓊反1","1,445,383","111","10,406,890","7.21","7.21","7.19","7.20","-","0.05","7.19","4,514","7.20","223","0.00",
="00670L","富邦NASDAQ正2","596,221","389","68,769,294","115.10","115.60","115.00","115.60","+","1.55","115.55","7","115.60","198","0.00",
="00671R","富邦NASDAQ反1","2,985,080","178","11,844,395","3.96","3.98","3.96","3.97","-","0.03","3.96","2,291","3.97","4,906","0.00",
="00673R","期元大S&P原油反1","23,372,207","1,425","185,406,061","7.93","7.95","7.92","7.93","+","0.03","7.93","2,231","7.94","1,120","0.00",
="00674R","期元大S&P黃金反1","513,301","66","5,468,032","10.67","10.68","10.61","10.61","+","0.03","10.61","157","10.62","100","0.00",
="00675L","富邦臺灣加權正2","1,832,678","1,374","157,745,914","86.10","86.90","84.85","86.60","+","0.80","86.60","5","86.65","109","0.00",
="00676R","富邦臺灣加權反1","7,205,000","217","16,711,920","2.32","2.34","2.30","2.31","-","0.01","2.31","2,400","2.32","2,745","0.00",
="00678","群益那斯達克生技","231,035","103","6,657,525","28.81","28.84","28.79","28.80","+","0.03","28.79","69","28.82","11","0.00",
="00680L","元大美債20正2","56,110,580","4,720","483,846,643","8.63","8.64","8.60","8.61","+","0.18","8.60","10,684","8.61","41","0.00",
="00681R","元大美債20反1","195,000","44","3,970,060","20.33","20.39","20.33","20.39","-","0.22","20.36","31","20.39","1,085","0.00",
="00682U","期元大美元指數","10,000","1","210,600","21.06","21.06","21.06","21.06","+","0.03","21.06","53","21.07","10","0.00",
="00683L","期元大美元指正2","38,000","10","859,550","22.63","22.64","22.61","22.64","+","0.06","22.63","2","22.64","1","0.00",
="00684R","期元大美元指反1","0","0","0","--","--","--","--"," ","0.00","15.44","90","15.47","8","0.00",
="00685L","群益臺灣加權正2","432,354","147","33,169,124","76.75","77.35","75.70","77.15","+","0.80","77.10","1","77.15","192","0.00",
