"112年08月31日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150指數","8,262.49","-","40.33","-0.49","",
"藍籌30指數","7,627.32","-","58.97","-0.77","",
"工業菁英30指數","8,149.97","-","43.34","-0.53","",
"電子菁英30指數","9,101.48","-","53.81","-0.59","",
"低波動股利精選30指數","7,352.91","-","19.38","-0.26","",
"中小型A級動能50指數","23,631.39","-","57.97","-0.24","",
"特選高息低波指數","8,248.65","-","33.39","-0.40","",
"臺灣永續指數","8,443.24","-","59.45","-0.70","",
"價值投資指數","6,252.80","-","13.13","-0.21","",
"存股雙十等權重指數","7,131.40","-","98.19","-1.36","",
"特選大蘋果指數","9,412.95","+","22.08","0.24","",
"中小型300指數","10,159.55","+","25.26","0.25","",
"臺灣500指數","8,568.25","-","44.38","-0.52","",
"臺灣勞工權益指數","7,517.28","-","34.77","-0.46","",
"微波高息精選20指數","7,248.00","-","26.46","-0.36","",
"特選世代行動通訊指數","7,902.53","+","42.77","0.54","",
"智慧投資多因子30指數","5,151.60","-","39.45","-0.76","",
"臺股期貨指數","9,046.70","-","52.23","-0.57","",
"特選價值成長指數","7,468.96","+","61.99","0.84","",
"臺灣上櫃永續指數","6,102.75","+","45.84","0.76","",
"特選台股領航指數","7,844.06","-","21.00","-0.27","",
"特選Smart多因子指數","6,280.27","-","29.67","-0.47","",
"特選ESG高股息指數","4,845.93","+","29.57","0.61","",
"特選上櫃ESG成長指數","4,253.60","+","36.49","0.87","",
"特選上櫃ESG電子菁英指數","4,295.71","+","36.85","0.87","",
"臺灣優息存股指數","4,377.33","-","27.90","-0.63","",
"特選上櫃ESG永續高股息指數","6,248.50","+","49.61","0.80","",
"特選臺灣金融高股息存股指數","5,189.91","-","62.58","-1.19","",
"特選臺灣產業龍頭存股等權重指數","6,117.26","+","7.48","0.12","",
"上櫃ESG 30指數","5,619.55","+","38.83","0.70","",
"臺灣ESG低碳50指數","5,527.18","-","50.52","-0.91","",
"臺灣創新板指數","4,557.31","+","46.43","1.03","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","27,486.69","-","107.83","-0.39","",
"發行量加權股價報酬指數","35,715.18","-","178.45","-0.50","",
"臺灣公司治理100報酬指數","13,274.56","-","106.33","-0.79","",
"臺灣50報酬指數","26,703.91","-","235.32","-0.87","",
"臺灣50權重上限30%報酬指數","25,490.19","-","206.16","-0.80","",
"臺灣中型100報酬指數","34,333.70","-","28.99","-0.08","",
"臺灣資訊科技股報酬指數","46,863.68","-","318.99","-0.68","",
"臺灣發達報酬指數","19,614.70","-","113.09","-0.57","",
"臺灣高股息報酬指數","23,632.84","-","28.02","-0.12","",
"臺灣就業99報酬指數","17,694.74","-","91.29","-0.51","",
"臺灣高薪100報酬指數","14,052.20","-","78.05","-0.55","",
"未含金融電子報酬指數","32,271.87","-","65.64","-0.20","",
"小型股300報酬指數","13,273.58","+","107.92","0.82","",
"水泥類報酬指數","324.55","-","2.26","-0.69","",
"食品類報酬指數","3,201.76","-","43.32","-1.33","",
"塑膠類報酬指數","414.29","-","3.64","-0.87","",
"紡織纖維類報酬指數","998.84","+","3.44","0.35","",
"電機機械類報酬指數","472.14","+","2.90","0.62","",
"電器電纜類報酬指數","165.02","+","4.42","2.75","",
"化學生技醫療類報酬指數","198.93","+","1.31","0.66","",
"化學類報酬指數","261.95","+","1.29","0.49","",
"生技醫療類報酬指數","99.39","+","0.83","0.84","",
"玻璃陶瓷類報酬指數","67.68","-","1.75","-2.52","",
"造紙類報酬指數","544.40","+","5.62","1.04","",
"鋼鐵類報酬指數","238.91","+","0.48","0.20","",
"橡膠類報酬指數","408.87","+","0.68","0.17","",
"汽車類報酬指數","655.04","-","4.94","-0.75","",
"電子工業類報酬指數","1,588.49","-","7.81","-0.49","",
"半導體類報酬指數","667.10","-","6.33","-0.94","",
"電腦及週邊設備類報酬指數","555.35","-","0.62","-0.11","",
"光電類報酬指數","52.77","","--","--","",
"通信網路類報酬指數","307.38","-","1.05","-0.34","",
"電子零組件類報酬指數","382.60","+","2.47","0.65","",
"電子通路類報酬指數","473.36","+","4.43","0.94","",
"資訊服務類報酬指數","417.62","+","3.85","0.93","",
"其他電子類報酬指數","175.67","+","0.52","0.30","",
"建材營造類報酬指數","786.82","+","3.24","0.41","",
"航運類報酬指數","266.79","-","0.09","-0.03","",
"觀光餐旅類報酬指數","186.46","-","0.63","-0.34","",
"金融保險類報酬指數","2,875.01","-","34.23","-1.18","",
"貿易百貨類報酬指數","451.33","-","2.98","-0.66","",
"油電燃氣類報酬指數","170.96","-","2.35","-1.36","",
"綠能環保類報酬指數","90.52","+","0.83","0.93","",
"數位雲端類報酬指數","84.13","-","0.95","-1.12","",
"運動休閒類報酬指數","93.14","-","0.07","-0.08","",
"居家生活類報酬指數","92.84","-","2.23","-2.35","",
"其他類報酬指數","626.38","+","2.03","0.33","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,678.47","+","36.36","0.78","",
"臺灣中小型公司治理報酬指數","11,837.77","+","40.92","0.35","",
"臺灣IPO報酬指數","5,638.50","+","34.17","0.61","",
"智慧中立報酬指數","4,038.71","-","11.36","-0.28","",
"加權指數掩護性臺指買權價外5%報酬指數","7,169.64","-","32.20","-0.45","",
"臺灣5G報酬指數","9,449.21","-","39.94","-0.42","",
"臺灣企業社會責任中小型報酬指數","12,497.90","+","30.19","0.24","",
"特選臺灣電動車代表報酬指數","10,150.85","+","54.26","0.54","",
"臺灣5G+通訊報酬指數","7,588.74","-","5.46","-0.07","",
"臺灣全市場報酬指數","6,296.71","-","27.67","-0.44","",
"臺灣全市場半導體報酬指數","5,948.42","-","32.70","-0.55","",
"臺灣智慧移動與電動車報酬指數","4,960.71","+","14.80","0.30","",
"特選小資高價30報酬指數","5,694.04","-","36.12","-0.63","",
"特選臺灣綠能及電動車報酬指數","5,849.23","-","23.40","-0.40","",
"特選臺灣智能車供應鏈聯盟報酬指數","5,471.47","-","26.94","-0.49","",
"臺灣全市場半導體精選30報酬指數","4,621.85","-","32.96","-0.71","",
"特選臺灣高股息30報酬指數","5,471.07","-","1.42","-0.03","",
"臺灣友善環境報酬指數","5,578.86","-","27.95","-0.50","",
"台灣永續價值報酬指數","5,049.79","-","42.46","-0.83","",
"特選臺灣IC設計報酬指數","3,895.09","-","5.85","-0.15","",
"特選臺灣環境永續高股息報酬指數","6,446.03","+","18.44","0.29","",
"臺灣友善環境50報酬指數","4,492.70","-","35.99","-0.79","",
"特選臺灣IC設計產業代表報酬指數","5,007.19","+","9.45","0.19","",
"特選臺灣綠能報酬指數","5,495.44","+","28.46","0.52","",
"特選臺灣智慧50報酬指數","4,355.73","-","49.32","-1.12","",
"特選臺灣標竿PCB報酬指數","5,462.40","+","101.18","1.89","",
"臺灣晶圓製造報酬指數","5,000.16","-","43.01","-0.85","",
"臺灣精選高息報酬指數","5,424.81","+","19.39","0.36","",
"臺灣多因子優選高股息30報酬指數","7,167.87","+","22.38","0.31","",
"特選臺灣優利高填息30報酬指數","6,706.84","-","6.54","-0.10","",
"臺灣多因子優選成長30報酬指數","6,727.17","-","41.36","-0.61","",
"特選臺灣科技優息報酬指數","7,759.43","+","37.03","0.48","",
"臺灣工業4.0報酬指數","6,595.04","+","36.00","0.55","",
"臺灣半導體收益報酬指數","5,403.27","-","18.88","-0.35","",
"臺灣優選成長高股息報酬指數","6,556.91","-","30.05","-0.46","",
"特選臺灣ESG低碳高息40報酬指數","6,772.65","+","7.53","0.11","",
"臺灣優選多因子30報酬指數","6,670.43","+","22.40","0.34","",
"臺灣創新科技50報酬指數","5,360.41","-","16.15","-0.30","",
"臺灣全市場新經濟產業報酬指數","4,606.55","-","7.30","-0.16","",
"臺灣ESG永續高股息等權重報酬指數","5,680.67","+","37.26","0.66","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,816.27","-","57.68","-0.49","",
"藍籌30報酬指數","10,055.77","-","77.76","-0.77","",
"工業菁英30報酬指數","10,882.14","-","57.88","-0.53","",
"電子菁英30報酬指數","11,834.37","-","65.38","-0.55","",
"低波動股利精選30報酬指數","9,902.65","-","25.31","-0.25","",
"中小型A級動能50報酬指數","28,708.02","-","70.42","-0.24","",
"特選高息低波報酬指數","12,026.45","-","48.68","-0.40","",
"臺灣永續報酬指數","11,162.85","-","78.35","-0.70","",
"價值投資報酬指數","8,747.28","-","18.37","-0.21","",
"存股雙十等權重報酬指數","9,634.68","-","132.66","-1.36","",
"特選大蘋果報酬指數","11,750.65","+","27.57","0.24","",
"中小型300報酬指數","12,288.63","+","35.83","0.29","",
"臺灣500報酬指數","10,354.33","-","52.30","-0.50","",
"臺灣勞工權益報酬指數","9,635.45","-","43.98","-0.45","",
"微波高息精選20報酬指數","8,905.46","-","32.51","-0.36","",
"特選世代行動通訊報酬指數","9,256.37","+","50.10","0.54","",
"智慧投資多因子30報酬指數","6,387.77","-","48.92","-0.76","",
"特選大蘋果報酬正向兩倍指數","27,436.77","+","128.45","0.47","",
"特選大蘋果報酬反向一倍指數","4,685.52","-","11.05","-0.24","",
"特選價值成長報酬指數","9,641.28","+","80.03","0.84","",
"臺灣上櫃永續報酬指數","7,093.70","+","53.29","0.76","",
"特選台股領航報酬指數","9,418.37","-","25.22","-0.27","",
"特選Smart多因子報酬指數","7,195.18","-","33.98","-0.47","",
"特選ESG高股息報酬指數","6,025.00","+","36.77","0.61","",
"特選上櫃ESG成長報酬指數","4,649.02","+","39.89","0.87","",
"特選上櫃ESG電子菁英報酬指數","4,752.31","+","40.77","0.87","",
"臺灣優息存股報酬指數","4,993.03","-","31.56","-0.63","",
"特選上櫃ESG永續高股息報酬指數","6,802.94","+","54.01","0.80","",
"特選臺灣金融高股息存股報酬指數","5,510.44","-","66.44","-1.19","",
"特選臺灣產業龍頭存股等權重報酬指數","6,434.17","+","7.87","0.12","",
"上櫃ESG 30報酬指數","5,840.70","+","40.36","0.70","",
"臺灣ESG低碳50報酬指數","5,733.24","-","52.41","-0.91","",
"臺灣創新板報酬指數","4,557.31","+","46.43","1.03","",
"112年08月31日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","349,000,755,843","3,913,614,180","1,885,277",
"2.台灣存託憑證","33,124,649","7,290,566","1,345",
"3.受益憑證","0","0","0",
"4.ETF","8,936,723,702","505,325,509","157,645",
"5.受益證券","23,243,240","1,200,667","200",
"6.變更交易股票","45,713,261","7,005,302","2,197",
"7.認購(售)權證","2,149,105,980","1,900,784,000","82,007",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","6,058,760","927,000","190",
"14.創新板股票","70,122,598","1,450,901","542",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","349,116,591,702","3,922,070,383","1,888,016",
"總計(1~15)","360,264,848,033","6,337,598,125","2,129,403",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,674(12)","552(5)",
"下跌(跌停)","5,296(48)","315(0)",
"持平","733","96",
"未成交","16,413","1",
"無比價","2,169","17",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"112年08月31日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","4,631,756","7,284","582,873,215","126.55","126.55","125.50","125.70","-","0.90","125.65","13","125.70","29","0.00",
="0051","元大中型100","29,210","171","2,065,150","70.70","71.00","70.45","70.90","-","0.20","70.90","3","71.05","11","0.00",
="0052","富邦科技","191,459","244","22,421,366","117.50","117.50","116.70","116.85","-","0.75","116.75","1","116.85","4","0.00",
="0053","元大電子","4,162","958","281,604","67.70","68.05","67.70","68.05","-","0.45","67.85","1","67.95","10","0.00",
="0055","元大MSCI金融","68,179","286","1,593,017","23.50","23.50","23.32","23.35","-","0.15","23.35","2","23.36","1","0.00",
="0056","元大高股息","9,798,100","7,272","344,983,884","35.18","35.32","35.05","35.31","-","0.04","35.30","53","35.31","38","0.00",
="0057","富邦摩台","2,000","1","184,700","92.35","92.35","92.35","92.35","-","0.85","92.35","23","92.60","20","0.00",
="0061","元大寶滬深","62,827","661","1,127,011","18.02","18.02","17.93","17.95","-","0.08","17.95","6","17.97","25","0.00",
="006203","元大MSCI台灣","4,693","920","285,134","61.20","61.20","61.00","61.00","-","0.55","60.55","11","60.95","2","0.00",
="006204","永豐臺灣加權","272,256","1,001","23,781,241","87.35","87.45","87.35","87.35","-","0.30","87.20","1","87.30","1","0.00",
="006205","富邦上証","519,180","138","15,764,759","30.40","30.46","30.25","30.25","-","0.15","30.24","52","30.25","45","0.00",
="006206","元大上證50","108,107","803","3,123,268","29.09","29.09","28.74","28.80","-","0.15","28.77","1","28.78","54","0.00",
="006207","復華滬深","475,099","1,018","11,216,859","23.70","23.72","23.55","23.56","-","0.09","23.55","33","23.56","87","0.00",
="006208","富邦台50","2,233,544","4,575","162,334,176","73.10","73.10","72.50","72.60","-","0.50","72.55","39","72.60","130","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.94","5","6.99","5","0.00",
="00631L","元大台灣50正2","1,638,039","1,875","217,580,249","133.10","133.35","132.25","132.35","-","1.60","132.35","285","132.50","1","0.00",
="00632R","元大台灣50反1","49,373,490","1,480","238,725,574","4.83","4.85","4.82","4.83","+","0.02","4.83","28,026","4.84","1,553","0.00",
="00633L","富邦上証正2","4,565,750","1,147","168,587,321","37.20","37.27","36.66","36.68","-","0.42","36.67","9","36.68","108","0.00",
="00634R","富邦上証反1","565,072","48","2,584,807","4.54","4.59","4.54","4.58","+","0.02","4.58","1,044","4.59","352","0.00",
="00635U","期元大S&P黃金","211,262","103","5,099,491","24.13","24.16","24.12","24.13","+","0.10","24.12","229","24.13","6","0.00",
="00636","國泰中國A50","293,601","397","6,110,651","20.82","20.90","20.73","20.76","-","0.12","20.75","21","20.76","111","0.00",
="00636K","國泰中國A50+U","200","2","1,304","6.52","6.52","6.52","6.52","-","0.04","6.50","8","6.54","8","0.00",
="00637L","元大滬深300正2","33,179,907","4,208","487,670,043","14.83","14.85","14.59","14.59","-","0.18","14.59","921","14.60","20","0.00",
="00638R","元大滬深300反1","205,000","40","1,986,270","9.65","9.72","9.65","9.71","+","0.06","9.71","246","9.73","609","0.00",
="00639","富邦深100","346,757","749","4,051,216","11.71","11.71","11.63","11.63","-","0.07","11.63","4","11.64","112","0.00",
="00640L","富邦日本正2","721,229","290","29,426,692","40.51","41.09","40.51","40.98","+","0.75","40.98","58","41.00","1","0.00",
="00641R","富邦日本反1","1,287,885","191","10,117,491","7.88","7.89","7.84","7.84","-","0.08","7.83","278","7.84","86","0.00",
="00642U","期元大S&P石油","1,114,320","328","19,440,285","17.45","17.47","17.42","17.45","+","0.04","17.44","14","17.45","453","0.00",
="00643","群益深証中小","157,840","571","2,075,790","13.17","13.18","13.09","13.09","-","0.08","13.08","1","13.09","54","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.01","2","3.07","1","0.00",
="00645","富邦日本","1,315,128","427","41,464,585","31.47","31.69","31.47","31.65","+","0.27","31.65","123","31.66","6","0.00",
="00646","元大S&P500","3,442,672","857","154,306,384","44.70","44.86","44.69","44.81","+","0.13","44.78","13","44.81","213","0.00",
="00647L","元大S&P500正2","118,303","49","7,793,297","65.80","66.00","65.75","65.85","+","0.40","65.85","2","65.90","138","0.00",
="00648R","元大S&P500反1","1,589,016","84","10,364,454","6.53","6.53","6.52","6.53","-","0.02","6.53","8","6.54","2,372","0.00",
="00650L","復華香港正2","8,187,271","846","94,028,155","11.59","11.69","11.35","11.35","-","0.22","11.35","53","11.36","951","0.00",
="00651R","復華香港反1","382,010","62","3,371,078","8.78","8.88","8.76","8.88","+","0.09","8.88","98","8.89","100","0.00",
="00652","富邦印度","163,044","164","5,308,927","32.60","32.63","32.50","32.54","-","0.10","32.53","3","32.54","19","0.00",
="00653L","富邦印度正2","154,850","77","7,412,660","47.99","48.03","47.70","47.76","-","0.57","47.76","2","47.77","30","0.00",
="00654R","富邦印度反1","181,000","7","1,378,610","7.61","7.64","7.61","7.64","+","0.07","7.61","72","7.64","111","0.00",
="00655L","國泰中國A50正2","1,388,695","397","35,619,181","25.84","25.90","25.46","25.48","-","0.31","25.47","23","25.48","109","0.00",
="00656R","國泰中國A50反1","93,000","18","803,470","8.60","8.65","8.60","8.65","+","0.04","8.65","238","8.66","17","0.00",
="00657","國泰日經225","260,551","838","10,021,203","38.35","38.58","38.35","38.57","+","0.37","38.57","46","38.58","10","0.00",
="00657K","國泰日經225+U","200","2","2,414","12.07","12.07","12.07","12.07","+","0.05","12.08","10","12.11","10","0.00",
="00660","元大歐洲50","2,020","987","63,421","31.78","31.78","31.78","31.78","-","0.08","31.48","1","31.74","20","0.00",
="00661","元大日經225","1,232,358","806","51,153,747","41.38","41.64","41.38","41.63","+","0.36","41.60","10","41.61","6","0.00",
="00662","富邦NASDAQ","2,366,813","831","150,133,145","63.40","63.55","63.30","63.35","+","0.25","63.35","3","63.40","23","0.00",
="00663L","國泰臺灣加權正2","9,004","7","1,107,444","123.50","123.50","122.75","122.75","-","1.35","122.60","306","122.75","99","0.00",
="00664R","國泰臺灣加權反1","3,072,100","175","16,737,659","5.43","5.46","5.43","5.45","+","0.02","5.45","725","5.46","1,916","0.00",
="00665L","富邦恒生國企正2","24,736,575","2,279","182,567,871","7.46","7.49","7.26","7.26","-","0.13","7.26","362","7.27","42","0.00",
="00666R","富邦恒生國企反1","77,006","18","1,170,720","14.94","15.27","14.94","15.27","+","0.14","15.24","30","15.27","94","0.00",
="00668","國泰美國道瓊","81,178","768","3,284,336","40.45","40.52","40.45","40.52","+","0.18","40.51","2","40.52","55","0.00",
="00668K","國泰美國道瓊+U","200","2","2,538","12.69","12.69","12.69","12.69","+","0.03","12.67","10","12.71","10","0.00",
="00669R","國泰美國道瓊反1","2,221,569","124","17,331,408","7.80","7.81","7.79","7.81","-","0.01","7.80","2,584","7.81","2,330","0.00",
="00670L","富邦NASDAQ正2","1,193,168","613","105,657,761","88.50","88.80","88.30","88.40","+","0.55","88.35","225","88.40","22","0.00",
="00671R","富邦NASDAQ反1","6,511,385","352","30,783,007","4.73","4.74","4.72","4.74","-","0.01","4.73","663","4.74","689","0.00",
="00673R","期元大S&P原油反1","8,474,137","792","68,088,359","8.02","8.05","8.01","8.04"," ","0.00","8.03","1,723","8.04","164","0.00",
="00674R","期元大S&P黃金反1","588,000","78","7,287,440","12.42","12.42","12.38","12.42","-","0.05","12.41","3","12.42","307","0.00",
="00675L","富邦臺灣加權正2","961,466","710","51,750,900","54.05","54.10","53.60","53.75","-","0.55","53.70","13","53.75","6","0.00",
="00676R","富邦臺灣加權反1","1,017,400","78","3,055,642","3.00","3.01","3.00","3.01","+","0.02","3.00","2,677","3.01","766","0.00",
="00678","群益那斯達克生技","337,109","943","8,931,987","26.46","26.50","26.46","26.49","+","0.04","26.49","5","26.50","1","0.00",
="00680L","元大美債20正2","11,566,492","1,359","112,606,013","9.70","9.76","9.70","9.74","+","0.06","9.73","1,381","9.74","34","0.00",
="00681R","元大美債20反1","54,000","21","1,068,130","19.81","19.81","19.77","19.80","-","0.03","19.79","1","19.81","206","0.00",
="00682U","期元大美元指數","61,000","15","1,260,900","20.63","20.68","20.63","20.68","-","0.07","20.65","24","20.69","35","0.00",
="00683L","期元大美元指正2","1,602,019","141","34,819,092","21.77","21.79","21.71","21.79","-","0.20","21.78","405","21.79","32","0.00",
="00684R","期元大美元指反1","17,000","5","269,790","15.87","15.87","15.87","15.87","+","0.11","15.82","20","15.86","2","0.00",
="00685L","群益臺灣加權正2","57,175","67","2,730,148","47.83","47.92","47.68","47.68","-","0.51","47.62","50","47.68","44","0.00",
="00686R","群益臺灣加權反1","1,514,000","16","4,905,390","3.24","3.25","3.24","3.25","+","0.02","3.24","420","3.25","199","0.00",
="00688L","國泰20年美債正2","5,159,551","422","49,864,630","9.63","9.69","9.63","9.67","+","0.04","9.67","274","9.68","1,683","0.00",
="00689R","國泰20年美債反1","1,000","1","20,530","20.53","20.53","20.53","20.53","-","0.04","20.53","107","20.55","100","0.00",
="00690","兆豐藍籌30","216,163","782","5,856,782","27.18","27.18","27.05","27.08","-","0.10","27.07","2","27.08","2","0.00",
="00692","富邦公司治理","1,160,741","1,385","36,555,362","31.66","31.66","31.42","31.46","-","0.20","31.45","2","31.46","55","0.00",
="00693U","期街口S&P黃豆","60,000","20","1,744,290","29.12","29.13","29.03","29.05","-","0.11","29.04","10","29.05","2","0.00",
="00700","富邦恒生國企","66,165","970","843,214","12.79","12.80","12.68","12.68","-","0.11","12.64","1","12.67","38","0.00",
