"00679B","元大美債20年","41.66","+0.22","41.52","41.70","41.52","565,000","23,522,970","198","41.66","22","41.67","5","185,192,000","9,999.95","0.01"
"00687B","國泰20年美債","43.42","+0.23","43.40","43.44","43.30","70,000","3,039,930","13","43.39","20","43.41","1","189,287,000","9,999.95","0.01"
"00694B","富邦美債1-3","37.07","+0.12","37.00","37.07","37.00","106,000","3,927,210","6","36.99","21","37.02","1","294,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","36.74","+0.10","36.71","36.74","36.68","374,000","13,724,350","10","36.67","1","36.70","4","12,186,000","9,999.95","0.01"
"00696B","富邦美債20年","43.25","+0.08","43.17","43.30","43.13","153,000","6,619,270","34","43.25","50","43.29","1","635,181,000","9,999.95","0.01"
"00697B","元大美債7-10","38.96","+0.11","38.89","38.98","38.89","557,000","21,690,460","14","38.92","36","38.96","4","8,212,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.75","+0.06","19.71","19.75","19.71","154,000","3,040,650","27","19.72","30","19.75","1","1,139,501,000","9,999.95","0.01"
"00719B","元大美債1-3","29.91","+0.10","29.83","29.91","29.83","211,000","6,299,450","16","29.84","30","29.87","2","765,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","44.28","+0.23","44.24","44.28","44.22","86,000","3,806,550","19","44.25","2","44.26","1","786,109,000","9,999.95","0.01"
"00721B","元大中國債3-5","45.20","+0.11","45.24","45.25","45.20","182,000","8,230,500","4","45.14","1","45.20","1","405,622,000","9,999.95","0.01"
"00722B","群益15年IG電信債","47.18","+0.35","46.96","47.18","46.96","165,000","7,774,000","19","47.12","60","47.18","1","998,739,000","9,999.95","0.01"
"00723B","群益15年IG科技債","42.50","+0.40","42.29","42.50","42.29","116,000","4,922,320","10","42.41","10","42.45","1","1,031,083,000","9,999.95","0.01"
"00724B","群益10年IG金融債","42.01","+0.26","41.80","42.06","41.80","141,000","5,927,240","21","42.01","49","42.02","1","1,712,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","44.32","+0.21","44.20","44.33","44.20","118,000","5,229,130","9","44.32","9","44.34","12","1,049,706,000","9,999.95","0.01"
"00726B","國泰5Y+新興債","41.36","+0.06","41.27","41.36","41.27","102,000","4,218,630","4","41.30","2","41.34","1","1,125,989,000","9,999.95","0.01"
"00727B","國泰1-5Y高收債","37.88","+0.04","37.84","37.90","37.84","147,000","5,567,820","23","37.86","40","37.91","10","92,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","19.36","+0.03","19.36","19.36","19.36","1,000,000","19,360,000","14","19.35","2","19.41","2","11,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","47.64","+0.25","47.57","47.65","47.56","142,000","6,764,240","12","47.61","100","47.70","2","812,971,000","9,999.95","0.01"
"00741B","富邦全球高收債","36.96","+0.01","37.01","37.01","36.96","104,000","3,846,340","6","36.96","1","36.98","1","8,128,000","9,999.95","0.01"
