"2719" "燦星旅" "45.40" "-1.50 " "46.90" "47.00" "43.70" "45.80" "38011" "1740742" "52" "45.05" "2" "45.50" "1" "68742100" "45.40" "49.90" "40.90"
"2724" "富驛-KY" "13.55" "-0.30 " "13.85" "13.85" "12.75" "13.01" "12025" "156412" "11" "12.85" "2" "13.55" "5" "59656345" "13.55" "14.90" "12.20"
"2726" "雅茗-KY" "26.05" "-0.10 " "25.65" "26.15" "25.65" "25.99" "15000" "389800" "15" "26.05" "1" "26.25" "1" "35785216" "26.05" "28.65" "23.45"
"2729" "瓦城" "276.00" "+1.00" "269.50" "279.50" "266.50" "274.51" "487940" "133943516" "1037" "275.50" "4" "276.00" "4" "31304212" "276.00" "303.50" "248.50"
"2732" "六角" "180.00" "+6.00" "177.50" "181.00" "172.50" "176.91" "1197777" "211902897" "1046" "180.00" "1" "180.50" "24" "46447570" "180.00" "198.00" "162.00"
"2734" "易飛網" "33.70" "+1.10" "32.60" "33.85" "31.80" "33.12" "504479" "16710858" "328" "33.60" "12" "33.70" "1" "42259760" "33.70" "37.05" "30.35"
"2736" "富野" "25.50" "+1.40" "24.45" "25.65" "23.90" "24.93" "7260084" "180965377" "4199" "25.50" "73" "25.55" "21" "48992383" "25.50" "28.05" "22.95"
"2740" "天蔥" " ---" "--- " "---" "---" "---" "42.70" "521" "22246" "2" "44.00" "1" "46.45" "1" "23185484" "45.85" "50.40" "41.30"
"2743" "山富" "73.70" "+6.70" "73.00" "73.70" "69.00" "71.68" "12755552" "914368322" "8601" "73.70" "18632" "0.00" "0" "36011700" "73.70" "81.00" "66.40"
"2745" "五福" "48.95" "+4.45" "45.70" "48.95" "44.00" "46.41" "1547727" "71825774" "1101" "48.95" "103" "0.00" "0" "33808526" "48.95" "53.80" "44.10"
"2752" "豆府" "260.00" "-5.00 " "265.50" "267.00" "255.00" "260.85" "39392" "10275336" "923" "260.00" "2" "261.50" "1" "26267382" "260.00" "286.00" "234.00"
