"111年02月25日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
="064588" "富采元大1A購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="064652" "祥碩凱基19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "20000" "30000" "-10000" "-10000"
="064509" "台達電兆豐19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064485" "華碩富邦1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "25000" "35000" "-10000" "-10000"
="064468" "貿聯元大18購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "9000" "19000" "-10000" "-10000"
="064512" "智邦兆豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064950" "宏達電元大1C購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064848" "偉詮電統一19購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064844" "聯詠日盛18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064790" "志超永豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064749" "滬深2X群益1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065147" "瑞昱群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065178" "台積電元大18購45" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065074" "明泰統一19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065071" "晶豪科統一22購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065003" "威致永豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="064990" "富采中信1B購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065267" "永光凱基19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065400" "SGBR2X元富18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065401" "SGBR2X元富18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065408" "國巨元富1B購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="07515P" "創意元富14售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="07316P" "臺股指中信13售05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08225P" "南電元富16售03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08130P" "景碩國票14售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="065391" "正文元大1C購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08925P" "欣興凱基15售07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08806P" "萬海凱基15售09  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08297P" "萬海群益14售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08501P" "瑞昱凱基14售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08779P" "萬海元大18售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "40000" "50000" "-10000" "-10000"
="08647P" "景碩元富17售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="08639P" "健策國票14售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050045" "貿聯統一15購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050102" "東森凱基16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050174" "元石油元大18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "1000" "11000" "-10000" "-10000"
="050212" "威鋒電國票15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050219" "祥碩富邦15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050222" "台光電國泰17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048721" "康舒永豐14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048734" "大立光統一15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048365" "鴻海元大18購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048388" "日月光元大14購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048302" "旺宏群益14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "5000" "15000" "-10000" "-10000"
="048432" "順德凱基14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048096" "萬海永豐14購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048102" "T50正2統一14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "30000" "40000" "-10000" "-10000"
="048006" "鴻海元大14購09  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048163" "中鴻元大14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048208" "新光金富邦15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048280" "惠特凱基14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047938" "台驊控凱基15購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047838" "萬海統一17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048665" "臺股指國票19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="048699" "榮運凱基14購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "56000" "66000" "-10000" "-10000"
="048679" "大立光國泰16購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051276" "台達電凱基16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051237" "友達永豐15購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051220" "臺股指元大16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051151" "南亞科統一17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051168" "合勤控統一16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051053" "精成科永豐15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050949" "萬海凱基15購12  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050809" "技嘉元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="044501" "南亞科統一15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046519" "潤泰全元大13購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "20000" "30000" "-10000" "-10000"
="050690" "威鋒電元大17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050634" "威鋒電統一18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046468" "台光電元富15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046454" "奇鋐凱基13購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046443" "台積電凱基17購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="044412" "奇鋐凱基14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050329" "聯電元大19購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050374" "技嘉國泰17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050252" "義隆凱基16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "79000" "89000" "-10000" "-10000"
="050498" "臺股指群益15購18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050431" "東鋼元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050390" "康舒康和15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050410" "台達電凱基19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="050003" "台驊控群益14購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045370" "嘉澤凱基14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045267" "威盛元大13購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045237" "華晶科統一15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045035" "新唐元富16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="049909" "臺股指元大15購28" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="044834" "潤泰新國票14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="049831" "潤泰新凱基14購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "1000" "11000" "-10000" "-10000"
="049762" "強茂元富17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045792" "東鋼富邦14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046020" "華碩凱基13購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046057" "聯發科元大15購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045463" "萬海國泰15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="045465" "萬海國泰15購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "20000" "30000" "-10000" "-10000"
="045655" "臺股指永豐13購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045632" "華碩富邦14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="045615" "新唐元大15購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046155" "台積電凱基14購12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046133" "可成永豐13購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046289" "台積電凱基13購24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046254" "中鴻中信13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046764" "健策元大15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046557" "台光電統一14購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046588" "復盛凱基15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047179" "國巨國票16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047232" "騰輝電凱基18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047536" "臺股指元大15購13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047372" "永光群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047066" "國產群益17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046989" "群創國票13購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="047081" "致新群益14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046874" "凌陽永豐13購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046899" "聯詠群益15購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="046843" "和碩富邦14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051745" "臺股指群益15購22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051703" "欣興凱基17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "4000" "14000" "-10000" "-10000"
="051771" "光罩元大15購09  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="051816" "台勝科永豐15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "23000" "33000" "-10000" "-10000"
="051832" "聯詠國泰17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "15000" "25000" "-10000" "-10000"
="051544" "長榮元大15購20  " "100000" "0" "100000" "0" "0" "0" "0" "0" "0" "-110000" "0" "0" "0" "0" "110000" "-110000" "-10000"
="051405" "順德國泰17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "6000" "16000" "-10000" "-10000"
="051428" "愛普中信18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051911" "長興麥證16購01  " "0" "0" "0" "0" "10000" "-10000" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="051957" "聯發科群益18購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="052020" "順德國泰16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "60000" "70000" "-10000" "-10000"
="052016" "亞德客中信15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "23000" "33000" "-10000" "-10000"
="052040" "陽明永豐15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "20000" "30000" "-10000" "-10000"
="055750" "中鋼構永豐16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055743" "景碩兆豐17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055655" "陽明凱基16購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055940" "技嘉中信19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056175" "中砂群益17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "3000" "13000" "-10000" "-10000"
="056079" "飛宏元大18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056080" "益航元大16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="056096" "日月光元大16購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056129" "飛宏中信18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056494" "愛普中信17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056536" "技嘉統一17購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056538" "技嘉統一1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056524" "國泰金群益16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="056572" "榮成麥證17購01  " "0" "0" "0" "0" "10000" "-10000" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056734" "慧洋元富16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056742" "啟碁元富16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="056662" "元大金中信18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "5000" "15000" "-10000" "-10000"
="056247" "技嘉富邦18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054405" "台積電國票18購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054594" "元石油元大19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054586" "智易群益16購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054728" "裕民凱基17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "237000" "247000" "-10000" "-10000"
="054966" "聯詠元大16購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054888" "長榮群益1A購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054905" "長榮航元富17購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055524" "潤泰新元富19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055458" "台積電元大16購18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055471" "陽明元大16購10  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055337" "泰鼎麥證18購01  " "0" "0" "0" "0" "10000" "-10000" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055325" "瑞昱元富17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055317" "上証2X元富17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055318" "上証2X元富17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055391" "大成鋼凱基17購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "14000" "24000" "-10000" "-10000"
="055392" "威盛凱基16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055349" "群創兆豐16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="055420" "裕民日盛16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053956" "中鋼康和15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053999" "致伸富邦17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054029" "創意統一18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053842" "威盛群益15購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053804" "威盛富邦17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054226" "國喬元大16購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="054140" "台積電元富1B購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053703" "台灣50國票17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053485" "富采中信17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053573" "聯發科元富16購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053574" "可成元富18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053349" "凌陽統一19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053255" "神達元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="053295" "群創康和1B購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "250000" "260000" "-10000" "-10000"
="052622" "旺宏元富16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="052646" "京元電凱基16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="052684" "康舒統一16購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="052703" "滬深2X元大15購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "10000" "20000" "-10000" "-10000"
="052740" "帆宣元大17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
="052642" "金像電凱基16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "6000" "16000" "-10000" "-10000"
="053044" "長榮航台新15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-10000" "0" "0" "0" "0" "10000" "-10000" "-10000"
