"00679B" "元大美債20年" "32.20" "+0.32" "32.00" "32.24" "31.98" "14214000" "456685840" "2564" "32.19" "233" "32.20" "52" "1480192000" "9999.95" "0.01"
"00687B" "國泰20年美債" "33.83" "+0.38" "33.61" "33.92" "33.60" "2325000" "78495720" "223" "33.82" "105" "33.83" "54" "263287000" "9999.95" "0.01"
"00694B" "富邦美債1-3" "38.33" "-0.04" "38.32" "38.34" "38.31" "197000" "7551100" "21" "38.33" "3" "38.34" "60" "105576000" "9999.95" "0.01"
"00695B" "富邦美債7-10" "34.72" "+0.14" "34.62" "34.72" "34.62" "169000" "5863050" "8" "34.70" "8" "34.71" "1" "22186000" "9999.95" "0.01"
"00696B" "富邦美債20年" "34.12" "+0.37" "33.90" "34.21" "33.85" "466000" "15908220" "61" "34.09" "25" "34.12" "19" "575181000" "9999.95" "0.01"
"00697B" "元大美債7-10" "35.95" "+0.12" "35.93" "35.96" "35.92" "187000" "6722470" "24" "35.95" "11" "35.98" "20" "11712000" "9999.95" "0.01"
"00718B" "富邦中國政策債" "20.45" "+0.07" "20.43" "20.45" "20.42" "151000" "3087470" "9" "20.41" "30" "20.43" "2" "623001000" "9999.95" "0.01"
"00719B" "元大美債1-3" "30.69" "-0.01" "30.66" "30.71" "30.66" "205000" "6292740" "70" "30.69" "19" "30.70" "55" "160014000" "9999.95" "0.01"
"00720B" "元大投資級公司債" "35.57" "+0.51" "35.29" "35.59" "35.28" "5742000" "203571630" "1339" "35.56" "47" "35.57" "30" "1075109000" "9999.95" "0.01"
"00721B" "元大中國債3-5" "46.76" "+0.11" "46.63" "46.76" "46.63" "75000" "3506460" "10" "46.76" "16" "46.83" "2" "4622000" "9999.95" "0.01"
"00722B" "群益15年IG電信債" "38.62" "+0.58" "38.34" "38.65" "38.34" "170000" "6555270" "39" "38.56" "1" "38.60" "27" "986239000" "9999.95" "0.01"
"00723B" "群益15年IG科技債" "34.46" "+0.48" "34.20" "34.46" "34.20" "125000" "4303830" "21" "34.36" "15" "34.41" "2" "1238083000" "9999.95" "0.01"
"00724B" "群益10年IG金融債" "33.73" "+0.46" "33.74" "33.75" "33.55" "546000" "18405340" "94" "33.72" "10" "33.73" "5" "2490275000" "9999.95" "0.01"
"00725B" "國泰投資級公司債" "36.90" "+0.42" "36.72" "36.93" "36.72" "3881000" "143005920" "455" "36.89" "56" "36.90" "410" "1595206000" "9999.95" "0.01"
"00726B" "國泰5Y+新興債" "33.53" "+0.18" "33.45" "33.53" "33.45" "269000" "9012960" "39" "33.52" "20" "33.53" "111" "1126489000" "9999.95" "0.01"
"00727B" "國泰1-5Y非投等債" "37.54" "+0.04" "37.51" "37.55" "37.46" "165000" "6192290" "23" "37.54" "2" "37.55" "3" "100189000" "9999.95" "0.01"
"00734B" "台新JPM新興債" "15.62" "+0.09" "15.56" "15.65" "15.56" "1021000" "15950390" "29" "15.60" "101" "15.64" "1" "28979000" "9999.95" "0.01"
"00740B" "富邦全球投等債" "39.61" "+0.45" "39.49" "39.61" "39.49" "821000" "32494180" "101" "39.59" "20" "39.62" "8" "888971000" "9999.95" "0.01"
