"111年11月24日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
"2002" "中鋼            " "37181388" "13615000" "23566388" "0" "0" "0" "6423000" "773000" "5650000" "-90292" "588000" "785000" "-197000" "220708" "114000" "106708" "29126096"
"2886" "兆豐金          " "13025150" "3560374" "9464776" "0" "0" "0" "5034000" "0" "5034000" "146000" "172000" "24000" "148000" "5000" "7000" "-2000" "14644776"
"2885" "元大金          " "19096000" "5803289" "13292711" "0" "0" "0" "1090000" "86000" "1004000" "-166000" "0" "152000" "-152000" "5000" "19000" "-14000" "14130711"
"2603" "長榮            " "16682205" "4851058" "11831147" "0" "0" "0" "1774000" "66000" "1708000" "-73055" "284945" "524000" "-239055" "340000" "174000" "166000" "13466092"
"2888" "新光金          " "19874000" "7182000" "12692000" "0" "0" "0" "0" "0" "0" "-223572" "240000" "264572" "-24572" "2000" "201000" "-199000" "12468428"
"2330" "台積電          " "21977390" "11400935" "10576455" "0" "0" "0" "15000" "135000" "-120000" "441205" "359013" "111000" "248013" "333192" "140000" "193192" "10897660"
"2890" "永豐金          " "17951001" "5952000" "11999001" "0" "0" "0" "7000" "2570000" "-2563000" "160000" "329000" "4000" "325000" "1000" "166000" "-165000" "9596001"
"2881" "富邦金          " "10241784" "3222922" "7018862" "0" "0" "0" "679000" "171000" "508000" "40154" "251000" "25000" "226000" "240154" "426000" "-185846" "7567016"
"2609" "陽明            " "12338000" "6632622" "5705378" "0" "0" "0" "651000" "129000" "522000" "674585" "445105" "135000" "310105" "712661" "348181" "364480" "6901963"
"1303" "南亞            " "9147050" "5938227" "3208823" "0" "0" "0" "1973000" "44000" "1929000" "84726" "94000" "32000" "62000" "73726" "51000" "22726" "5222549"
"1802" "台玻            " "12369000" "6801629" "5567371" "0" "0" "0" "2000" "61000" "-59000" "-371686" "56374" "102060" "-45686" "0" "326000" "-326000" "5136685"
"5880" "合庫金          " "9423100" "4860900" "4562200" "0" "0" "0" "9000" "0" "9000" "177311" "174658" "347" "174311" "3000" "0" "3000" "4748511"
"2615" "萬海            " "7515000" "3876000" "3639000" "0" "0" "0" "1000" "112000" "-111000" "762134" "374945" "247000" "127945" "786189" "152000" "634189" "4290134"
"2324" "仁寶            " "9221000" "3599000" "5622000" "0" "0" "0" "3000" "1494000" "-1491000" "68796" "55000" "2000" "53000" "16000" "204" "15796" "4199796"
"1301" "台塑            " "5319000" "1221369" "4097631" "0" "0" "0" "3000" "0" "3000" "80809" "93000" "30000" "63000" "40809" "23000" "17809" "4181440"
