111年07月25日 三大法人日交易資訊(含普通股、零股)依股票代碼排序  不含鉅額交易、綜合帳戶之投信買賣成交量
代號名稱外資及陸資(不含外資自營商)-買進股數外資及陸資(不含外資自營商)-賣出股數外資及陸資(不含外資自營商)-買賣超股數外資自營商-買進股數外資自營商-賣出股數外資自營商-買賣超股數外資及陸資-買進股數外資及陸資-賣出股數外資及陸資-買賣超股數投信-買進股數投信-賣出股數投信-買賣超股數自營商(自行買賣)-買進股數自營商(自行買賣)-賣出股數自營商(自行買賣)-買賣超股數自營商(避險)-買進股數自營商(避險)-賣出股數自營商(避險)-買賣超股數自營商-買進股數自營商-賣出股數自營商-買賣超股數三大法人買賣超股數合計
"00679B" "元大美債20年" "135000" "29000" "106000" "0" "0" "0" "135000" "29000" "106000" "0" "0" "0" "0" "1000" "-1000" "399000" "415000" "-16000" "399000" "416000" "-17000" "89000"
"00687B" "國泰20年美債" "1000" "2000" "-1000" "0" "0" "0" "1000" "2000" "-1000" "0" "0" "0" "0" "0" "0" "70000" "61000" "9000" "70000" "61000" "9000" "8000"
"00694B" "富邦美債1-3" "80000" "1000" "79000" "0" "0" "0" "80000" "1000" "79000" "0" "0" "0" "0" "0" "0" "100000" "170000" "-70000" "100000" "170000" "-70000" "9000"
"00695B" "富邦美債7-10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "137000" "100000" "37000" "137000" "100000" "37000" "37000"
"00696B" "富邦美債20年" "1000" "12000" "-11000" "0" "0" "0" "1000" "12000" "-11000" "0" "0" "0" "0" "0" "0" "111000" "100000" "11000" "111000" "100000" "11000" "0"
"00697B" "元大美債7-10" "80000" "170000" "-90000" "0" "0" "0" "80000" "170000" "-90000" "0" "0" "0" "0" "0" "0" "153637" "101375" "52262" "153637" "101375" "52262" "-37738"
"00718B" "富邦中國政策債" "1000" "1000" "0" "0" "0" "0" "1000" "1000" "0" "0" "0" "0" "0" "0" "0" "191000" "150000" "41000" "191000" "150000" "41000" "41000"
"00719B" "元大美債1-3" "0" "1000" "-1000" "0" "0" "0" "0" "1000" "-1000" "0" "0" "0" "0" "0" "0" "120485" "100071" "20414" "120485" "100071" "20414" "19414"
"00720B" "元大投資級公司債" "8000" "175000" "-167000" "0" "0" "0" "8000" "175000" "-167000" "0" "0" "0" "0" "0" "0" "45000" "557000" "-512000" "45000" "557000" "-512000" "-679000"
"00721B" "元大中國債3-5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "113000" "100000" "13000" "113000" "100000" "13000" "13000"
