"00679B","元大美債20年","41.80","-0.03","41.71","41.80","41.59","346,000","14,433,540","103","41.76","26","41.80","1","181,192,000","9,999.95","0.01"
"00687B","國泰20年美債","43.70","-0.13","43.74","43.74","43.65","53,000","2,315,590","5","43.71","36","43.73","2","189,287,000","9,999.95","0.01"
"00694B","富邦美債1-3","36.75","+0.07","36.65","36.75","36.65","109,000","4,005,090","9","36.67","23","36.70","1","315,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","36.58","-0.06","36.70","36.70","36.57","115,000","4,212,020","9","36.58","193","36.60","2","12,186,000","9,999.95","0.01"
"00696B","富邦美債20年","43.52","-0.11","43.49","43.52","43.37","152,000","6,611,570","16","43.46","1","43.50","2","635,181,000","9,999.95","0.01"
"00697B","元大美債7-10","38.89","+0.01","38.92","38.93","38.89","106,000","4,122,410","5","38.87","30","38.88","1","7,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.97","+0.01","19.91","19.97","19.91","174,000","3,474,060","7","19.92","30","19.96","1","1,138,001,000","9,999.95","0.01"
"00719B","元大美債1-3","29.63","0.00","29.63","29.63","29.62","115,000","3,407,310","4","29.61","2","29.63","1","830,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","43.94","-0.05","43.93","43.94","43.86","71,000","3,118,650","14","43.93","2","43.94","19","789,609,000","9,999.95","0.01"
"00721B","元大中國債3-5","45.71","+0.08","45.71","45.71","45.71","100,000","4,571,000","8","45.59","20","45.66","1","405,122,000","9,999.95","0.01"
"00722B","群益15年IG電信債","46.94","+0.03","46.87","46.94","46.87","108,000","5,066,130","9","46.86","150","46.89","1","998,739,000","9,999.95","0.01"
"00723B","群益15年IG科技債","42.15","-0.11","42.22","42.22","42.15","105,000","4,425,940","8","42.10","1","42.14","2","1,064,583,000","9,999.95","0.01"
"00724B","群益10年IG金融債","41.78","+0.06","41.72","41.78","41.72","110,000","4,593,300","15","41.72","1","41.75","1","1,738,775,000","9,999.95","0.01"
"00725B","國泰投資級公司債","44.07","-0.01","44.04","44.07","44.04","104,000","4,580,280","3","44.05","10","44.07","16","1,106,206,000","9,999.95","0.01"
"00726B","國泰5Y+新興債","41.29","+0.08","41.37","41.39","41.29","102,000","4,211,760","4","41.21","100","41.26","2","1,136,989,000","9,999.95","0.01"
"00727B","國泰1-5Y高收債","37.65","+0.01","37.65","37.65","37.63","113,000","4,253,410","7","37.63","4","37.64","1","92,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","19.28","-0.02","19.30","19.30","19.26","1,003,000","19,347,840","14","19.26","101","19.30","56","11,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","47.44","-0.02","47.44","47.44","47.44","100,000","4,744,000","4","47.18","100","47.31","2","741,471,000","9,999.95","0.01"
"00741B","富邦全球高收債","36.67","+0.01","36.66","36.67","36.66","102,000","3,740,330","6","36.67","1","36.69","2","9,628,000","9,999.95","0.01"
"00744B","國泰中國政金債5+","42.71","+0.07","42.71","42.71","42.71","100,000","4,271,000","2","42.65","12","42.72","10","742,228,000","9,999.95","0.01"
"00745B","富邦中政債0-1","41.00","+0.02","41.08","41.08","41.00","100,000","4,104,000","4","40.69","10","41.08","25","4,016,000","9,999.95","0.01"
"00746B","富邦A級公司債","43.85","-0.01","43.85","43.85","43.85","100,000","4,385,000","4","43.74","3","43.79","2","889,464,000","9,999.95","0.01"
"00747B","FH中國政策債","52.05","+0.10","52.10","52.10","52.00","102,000","5,309,100","4","51.95","19","52.00","1","686,000,000","9,999.95","0.01"
"00748B","凱基中國債3-10","42.35","+0.06","42.35","42.35","42.35","100,000","4,235,000","2","42.28","20","42.35","1","598,000,000","9,999.95","0.01"
"00749B","凱基新興債10+","42.01","0.00","42.05","42.05","42.01","106,000","4,457,060","3","42.01","104","42.05","1","877,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","43.05","-0.11","43.05","43.05","43.05","100,000","4,305,000","4","42.96","111","43.02","2","76,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","44.68","-0.03","44.68","44.68","44.56","93,000","4,152,200","22","44.65","1","44.67","20","1,288,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","45.72","-0.02","45.72","45.72","45.70","106,000","4,846,220","22","45.66","150","45.69","1","152,400,000","9,999.95","0.01"
"00755B","群益15年IG公用債","43.30","-0.13","43.30","43.32","43.30","102,000","4,418,600","12","43.30","1","43.31","1","124,230,000","9,999.95","0.01"
"00756B","群益15年EM主權債","43.77","+0.10","43.67","43.77","43.67","104,000","4,549,940","8","43.68","10","43.80","10","925,800,000","9,999.95","0.01"
"00758B","FH能源債","61.95","+0.10","61.95","61.95","61.95","100,000","6,195,000","2","61.80","10","61.90","1","5,525,000","9,999.95","0.01"
"00759B","FH製藥債","69.35","0.00","69.35","69.35","69.35","100,000","6,935,000","2","69.15","15","69.25","1","49,025,000","9,999.95","0.01"
"00760B","FH新興企業債","63.60","+0.05","63.55","63.60","63.55","102,000","6,487,100","4","63.40","10","63.55","2","321,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","45.56","-0.09","45.55","45.56","45.55","403,000","18,356,670","5","45.51","11","45.54","2","1,178,089,000","9,999.95","0.01"
"00764B","群益25年美債","44.11","-0.15","44.09","44.11","44.09","101,000","4,455,090","3","44.06","50","44.09","1","295,000,000","9,999.95","0.01"
"00765B","群益中國政金債","40.53","+0.26","40.51","40.53","40.51","102,000","4,132,060","3","40.28","51","40.53","27","3,000,000","9,999.95","0.01"
"00768B","FH20年美債","70.35","-0.15","70.35","70.35","70.35","100,000","7,035,000","2","70.30","10","70.35","2","114,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","44.00","+0.11","43.96","44.00","43.88","713,000","31,318,640","61","43.96","7","44.00","19","1,237,290,000","9,999.95","0.01"
"00773B","中信優先金融債","44.80","-0.02","44.74","44.80","44.74","206,000","9,221,590","11","44.73","10","44.83","8","1,246,290,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","43.35","-0.06","43.35","43.35","43.35","102,000","4,421,700","6","43.31","20","43.36","2","860,650,000","9,999.95","0.01"
"00778B","凱基金融債20+","45.09","-0.05","45.09","45.09","45.09","100,000","4,509,000","4","45.01","110","45.07","1","794,650,000","9,999.95","0.01"
"00779B","凱基美債25+","44.16","-0.26","44.16","44.16","44.16","100,000","4,416,000","2","44.16","10","44.18","1","263,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","39.78","0.00","39.78","39.78","39.78","100,000","3,978,000","2","39.72","13","39.76","1","183,602,000","9,999.95","0.01"
"00781B","國泰A級科技債","42.34","-0.13","42.34","42.34","42.34","100,000","4,234,000","2","42.33","10","42.40","10","2,836,000","9,999.95","0.01"
"00782B","國泰A級公用債","41.56","-0.21","41.59","41.59","41.56","105,000","4,366,800","3","41.56","19","41.61","1","2,967,000","9,999.95","0.01"
"00784B","富邦中國投等債","36.49","+0.03","36.49","36.49","36.49","150,000","5,473,500","4","36.42","5","36.50","20","2,993,000","9,999.95","0.01"
"00785B","富邦金融投等債","42.64","-0.07","42.66","42.66","42.64","150,000","6,398,000","6","42.54","25","42.66","5","332,966,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","41.03","-0.15","41.08","41.08","41.03","104,000","4,270,200","5","41.03","3","41.06","1","8,066,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","42.63","-0.17","42.66","42.72","42.61","105,000","4,481,250","6","42.65","33","42.72","1","5,306,000","9,999.95","0.01"
"00788B","元大10年IG電能債","40.45","-0.01","40.45","40.45","40.42","185,000","7,483,160","7","40.42","2","40.48","20","5,706,000","9,999.95","0.01"
"00789B","FH公司債A3","64.90","-0.30","64.90","64.90","64.90","100,000","6,490,000","4","64.80","9","64.85","1","42,600,000","9,999.95","0.01"
