"00679B" "元大美債20年" "41.81" "-0.08" "41.88" "41.88" "41.79" "387000" "16192620" "141" "41.80" "8" "41.81" "23" "353192000" "9999.95" "0.01"
"00687B" "國泰20年美債" "43.65" "-0.04" "43.63" "43.65" "43.62" "66000" "2880110" "14" "43.60" "5" "43.62" "1" "189287000" "9999.95" "0.01"
"00694B" "富邦美債1-3" "36.74" "-0.16" "36.90" "36.90" "36.73" "147000" "5405070" "28" "36.70" "20" "36.72" "1" "315576000" "9999.95" "0.01"
"00695B" "富邦美債7-10" "36.70" "-0.25" "36.70" "36.75" "36.66" "157000" "5764330" "37" "36.66" "2" "36.69" "2" "12186000" "9999.95" "0.01"
"00696B" "富邦美債20年" "43.49" "-0.01" "43.50" "43.62" "43.41" "271000" "11785520" "61" "43.42" "4" "43.46" "4" "635181000" "9999.95" "0.01"
"00697B" "元大美債7-10" "38.74" "-0.06" "38.85" "38.85" "38.74" "451000" "17490480" "30" "38.73" "55" "38.77" "3" "7712000" "9999.95" "0.01"
"00718B" "富邦中國政策債" "20.00" "+0.02" "20.01" "20.01" "19.98" "158000" "3157000" "10" "19.96" "53" "19.98" "2" "1145501000" "9999.95" "0.01"
"00719B" "元大美債1-3" "29.57" "-0.10" "29.60" "29.60" "29.57" "102000" "3018170" "4" "29.56" "20" "29.59" "5" "864514000" "9999.95" "0.01"
"00720B" "元大投資級公司債" "44.07" "+0.17" "43.84" "44.07" "43.83" "568000" "25008320" "55" "44.00" "10" "44.07" "14" "790609000" "9999.95" "0.01"
"00721B" "元大中國債3-5" "45.61" "+0.02" "46.08" "46.08" "45.61" "176000" "8036280" "11" "45.53" "1" "45.69" "20" "405122000" "9999.95" "0.01"
"00722B" "群益15年IG電信債" "46.90" "-0.04" "46.96" "47.05" "46.90" "133000" "6251300" "14" "46.90" "160" "46.96" "1" "998739000" "9999.95" "0.01"
"00723B" "群益15年IG科技債" "41.94" "+0.10" "41.94" "41.94" "41.94" "102000" "4277880" "6" "41.90" "151" "41.95" "2" "1064583000" "9999.95" "0.01"
"00724B" "群益10年IG金融債" "41.83" "0.00" "41.81" "41.83" "41.81" "109000" "4559370" "9" "41.81" "50" "41.83" "2" "1738775000" "9999.95" "0.01"
"00725B" "國泰投資級公司債" "44.04" "+0.11" "44.00" "44.05" "43.96" "126000" "5545610" "6" "43.96" "12" "44.05" "10" "1106206000" "9999.95" "0.01"
"00726B" "國泰5Y+新興債" "41.44" "+0.07" "41.37" "41.53" "41.37" "102000" "4235810" "4" "41.23" "100" "41.44" "17" "1136989000" "9999.95" "0.01"
"00727B" "國泰1-5Y高收債" "37.72" "-0.01" "37.73" "37.73" "37.71" "156000" "5884320" "12" "37.71" "10" "37.73" "90" "90689000" "9999.95" "0.01"
"00734B" "台新JPM新興債" "19.28" "0.00" "19.24" "19.28" "19.24" "1028000" "19798840" "10" "19.25" "1" "19.28" "57" "11979000" "9999.95" "0.01"
"00740B" "富邦全球投等債" "47.38" "+0.17" "47.41" "47.41" "47.21" "108000" "5115780" "11" "47.21" "98" "47.29" "2" "741971000" "9999.95" "0.01"
"00741B" "富邦全球高收債" "36.82" "+0.06" "36.83" "36.83" "36.76" "108000" "3972540" "14" "36.76" "2" "36.79" "1" "9628000" "9999.95" "0.01"
"00744B" "國泰中國政金債5+" "42.80" "-0.03" "42.80" "42.80" "42.80" "100000" "4280000" "2" "42.75" "10" "42.77" "1" "730228000" "9999.95" "0.01"
"00745B" "富邦中政債0-1" "41.14" "+0.10" "41.15" "41.15" "41.14" "101000" "4155150" "5" "40.79" "50" "41.15" "10" "4016000" "9999.95" "0.01"
"00746B" "富邦A級公司債" "43.97" "+0.04" "44.00" "44.00" "43.82" "186000" "8170180" "19" "43.83" "3" "43.90" "2" "888964000" "9999.95" "0.01"
"00747B" "FH中國政策債" "52.20" "0.00" "52.40" "52.40" "52.20" "101000" "5272400" "3" "52.10" "10" "52.15" "1" "686000000" "9999.95" "0.01"
"00748B" "凱基中國債3-10" "42.18" "0.00" "42.18" "42.18" "42.18" "100000" "4218000" "2" "42.11" "10" "42.18" "1" "598000000" "9999.95" "0.01"
"00749B" "凱基新興債10+" "42.13" "+0.03" "42.13" "42.13" "42.06" "102000" "4290260" "4" "42.00" "11" "42.07" "1" "924500000" "9999.95" "0.01"
"00750B" "凱基科技債10+" "42.79" "0.00" "42.79" "42.79" "42.79" "100000" "4279000" "4" "42.75" "100" "42.81" "2" "76500000" "9999.95" "0.01"
"00751B" "元大AAA至A公司債" "44.35" "-0.01" "44.36" "44.36" "44.24" "161000" "7138130" "29" "44.34" "1" "44.35" "16" "1270103000" "9999.95" "0.01"
"00754B" "群益AAA-AA公司債" "45.73" "+0.10" "45.73" "45.73" "45.73" "105000" "4801650" "9" "45.66" "150" "45.78" "10" "151400000" "9999.95" "0.01"
"00755B" "群益15年IG公用債" "43.27" "+0.05" "43.22" "43.27" "43.22" "114000" "4928250" "16" "43.22" "1" "43.27" "1" "124230000" "9999.95" "0.01"
"00756B" "群益15年EM主權債" "43.75" "+0.05" "43.79" "43.79" "43.71" "104000" "4546080" "8" "43.64" "10" "43.76" "10" "966800000" "9999.95" "0.01"
"00758B" "FH能源債" "61.60" "0.00" "61.60" "61.60" "61.60" "100000" "6160000" "2" "61.45" "10" "61.55" "1" "5525000" "9999.95" "0.01"
"00759B" "FH製藥債" "69.20" "0.00" "69.20" "69.20" "69.20" "100000" "6920000" "2" "69.05" "105" "69.15" "1" "49025000" "9999.95" "0.01"
